Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82789716	N/A	1019008	N/A	80547402	N/A	1223306	1457	247486	3046	1002304891	2996227	334522343	North America
India	43065666	N/A	522374	N/A	42525563	N/A	17729	698	30660	372	835469014	594807	1404606308	Asia
Brazil	30378061	N/A	662941	N/A	29411813	N/A	303307	8318	141097	3079	63776166	296221	215299307	South America
France	28415413	N/A	145427	N/A	26245044	N/A	2024942	1677	433589	2219	266484045	4066260	65535419	Europe
Germany	24363379	N/A	135124	N/A	21665200	N/A	2563055	1980	289112	1603	122332384	1451676	84269739	Europe
UK	21994809	N/A	174144	N/A	21027885	N/A	792780	321	320939	2541	516236032	7532700	68532664	Europe
Russia	18159600	+7705	375400	+163	17506859	+11477	277341	2300	124340	2570	273400000	1871988	146047929	Europe
S. Korea	17086626	+76761	22466	+141	N/A	N/A	N/A	546	332754	438	15804065	307776	51349193	Asia
Italy	16191323	N/A	162927	N/A	14793420	N/A	1234976	409	268510	2702	212013319	3515939	60300620	Europe
Turkey	15023662	N/A	98720	N/A	14903420	N/A	21522	975	174725	1148	158505155	1843412	85984643	Asia
Spain	11833457	N/A	104227	N/A	11347449	N/A	381781	339	252919	2228	471036328	10067543	46787616	Europe
Vietnam	10620203	N/A	43029	N/A	9116225	N/A	1460949	620	107354	435	85792898	867237	98926693	Asia
Argentina	9072230	N/A	128542	N/A	8895999	N/A	47689	372	197446	2798	35716069	777318	45947798	South America
Netherlands	8042469	N/A	22234	N/A	7731651	N/A	288584	77	467487	1292	21107399	1226916	17203621	Europe
Japan	7725765	+37258	29402	+58	7263359	+40195	433004	183	61426	234	46888808	372801	125774445	Asia
Iran	7218424	N/A	141024	N/A	6972286	N/A	105114	997	83992	1641	50914586	592428	85942224	Asia
Colombia	6091753	N/A	139783	N/A	5925390	N/A	26580	342	117451	2695	34407374	663386	51866293	South America
Indonesia	6045660	+617	156199	+36	5880319	+1178	9142	2771	21687	560	95279624	341788	278768157	Asia
Poland	5993861	+1041	115998	+21	5334513	+74	543350	1588	158688	3071	36064312	954803	37771451	Europe
Australia	5796177	+39700	7112	+43	5402976	N/A	386089	144	222619	273	69056844	2652324	26036353	Australia/Oceania
Mexico	5735115	+1190	324173	+39	5035685	+776	375257	4798	43650	2467	15777764	120084	131389028	North America
Ukraine	4999172	N/A	108343	N/A	N/A	N/A	N/A	177	115568	2505	19521252	451281	43257407	Europe
