Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	83370547	+74769	1023683	+331	80841839	+38641	1505025	1655	249187	3060	1008201262	3013424	334569983	North America
India	43091393	+2992	523975	+55	42547699	+3010	19719	698	30671	373	838955577	597147	1404939670	Asia
Brazil	30502501	+20072	663816	+51	29602372	+17068	236313	8318	141650	3083	63776166	296170	215336405	South America
France	28805690	+47925	146376	+114	27301135	+137222	1358179	1511	439520	2233	269816888	4116893	65538961	Europe
Germany	25116363	+166960	136405	+222	22841300	+182700	2138658	1446	298024	1619	122332384	1451563	84276309	Europe
UK	22096587	+12961	175546	+227	21396057	+38508	524984	278	322383	2561	518646957	7566913	68541415	Europe
Russia	18206167	+5093	376421	+129	17569936	+6664	259810	2300	124658	2577	273400000	1871969	146049463	Europe
S. Korea	17395791	+49038	23079	+72	N/A	N/A	N/A	432	338767	449	15804065	307770	51350274	Asia
Italy	16634371	+47499	164041	+152	15282800	+60381	1187530	371	275867	2720	214930050	3564438	60298443	Europe
Turkey	15037242	+1132	98808	+7	14934029	+1185	4405	975	174838	1149	159413862	1853500	86006947	Asia
Spain	11953481	N/A	104668	N/A	11446906	N/A	401907	339	255481	2237	471036328	10067447	46788060	Europe
Vietnam	10662446	+3088	43047	+3	9309336	+42055	1310063	480	107758	435	85802635	867147	98948207	Asia
Argentina	9083673	N/A	128653	N/A	8895999	N/A	59021	372	197652	2799	35716069	777146	45957986	South America
Netherlands	8054728	+1679	22266	+4	7898763	+12318	133699	58	468174	1294	21107399	1226850	17204551	Europe
Japan	7952192	+27062	29683	+52	7551278	+33437	371231	174	63231	236	49009025	389687	125764967	Asia
Iran	7223828	+252	141138	+7	6994857	+2856	87833	1024	84029	1642	50914586	592246	85968659	Asia
Colombia	6092667	N/A	139797	N/A	5926476	N/A	26394	342	117439	2695	34465052	664327	51879622	South America
Australia	6075880	+46001	7367	+56	5738151	+38335	330362	133	233296	283	69733213	2677554	26043626	Australia/Oceania
Indonesia	6047491	+176	156321	+16	5884325	+266	6845	2771	21688	561	95739932	343352	278839237	Asia
Poland	5997997	+172	116070	+1	5334764	N/A	547163	1125	158801	3073	36120899	956327	37770435	Europe
Mexico	5740080	N/A	324350	N/A	5039624	N/A	376106	4798	43677	2468	15801675	120236	131422318	North America
Ukraine	5002870	N/A	108411	N/A	N/A	N/A	N/A	177	115671	2507	19521252	451348	43250980	Europe
Malaysia	4452835	+1054	35567	+3	4388491	+4107	28777	74	134413	1074	58863643	1776850	33128087	Asia
Thailand	4290824	+9288	28863	+82	4153310	+19119	108651	1496	61191	412	17270775	246297	70121872	Asia
Austria	4161004	+6760	18200	+17	4070732	+6978	72072	83	457211	2000	183522680	20165455	9100845	Europe
Israel	4085418	+2457	10699	N/A	4052605	+3798	22114	150	438068	1147	41373364	4436346	9326000	Asia
Belgium	4071279	N/A	31494	N/A	3839678	N/A	200107	131	348499	2696	33643042	2879824	11682324	Europe
Czechia	3909183	+1371	40192	+6	3856617	+869	12374	32	363797	3740	55239501	5140713	10745494	Europe
Portugal	3853800	N/A	22280	N/A	N/A	N/A	N/A	61	379981	2197	41418112	4083791	10142074	Europe
South Africa	3808368	+6170	100407	+30	3663153	+1518	44808	192	62758	1655	24554412	404635	60682906	Africa
Canada	3771460	+10199	39485	+133	3470114	+3565	261861	468	98342	1030	61084458	1592801	38350336	North America
Philippines	3686375	+159	60439	+27	3621244	+585	4692	289	32837	538	29637969	264009	112261400	Asia
Switzerland	3619035	N/A	13865	N/A	3489351	N/A	115819	69	412616	1581	20851897	2377383	8770946	Europe
Peru	3567863	+692	212891	+14	N/A	N/A	N/A	295	105508	6296	29946934	885587	33815913	South America
Chile	3566183	+2533	57580	+36	3432369	+3257	76234	197	183656	2965	37153233	1913361	19417781	South America
Greece	3343565	+8015	29284	+35	3237163	N/A	77118	231	323691	2835	80206153	7764766	10329501	Europe
Denmark	2969194	+893	6207	+16	2948237	+2169	14750	8	509323	1065	127255034	21828782	5829690	Europe
Romania	2896843	+831	65525	+9	2606660	N/A	224658	179	152450	3448	22771264	1198368	19001890	Europe
Sweden	2503090	+381	18791	N/A	2471212	+511	13087	21	245041	1840	18513445	1812378	10215004	Europe
Iraq	2325352	+65	25212	N/A	2298571	+179	1569	14	55523	602	18487755	441438	41880731	Asia
Serbia	2008143	+589	16011	+4	1978619	N/A	13513	21	231548	1846	9513479	1096946	8672699	Europe
Bangladesh	1952743	+10	29127	N/A	1896531	+252	27085	1297	11644	174	13998925	83474	167704846	Asia
Hungary	1903200	N/A	46266	N/A	1808061	N/A	48873	40	197935	4812	11355462	1180982	9615274	Europe
Slovakia	1783353	+746	19943	+5	1748107	+2076	15303	50	326352	3650	7104005	1300028	5464502	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163073	1352	16670254	1604561	10389291	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416398	4229	16920079	4256522	3975095	Asia
Pakistan	1528603	+39	30372	N/A	1494141	N/A	4090	108	6682	133	28212367	123320	228773146	Asia
Ireland	1520327	+1031	7103	+11	1467282	+3159	45942	39	301703	1410	12088609	2398936	5039154	Europe
Norway	1427148	+350	3006	N/A	N/A	N/A	N/A	20	259522	547	11002430	2000751	5499150	Europe
Kazakhstan	1305557	+6	13660	N/A	1291127	+26	770	24	68035	712	11575012	603196	19189465	Asia
Hong Kong	1205396	+313	9328	+3	N/A	N/A	N/A	5	158422	1226	44972952	5910676	7608766	Asia
Singapore	1204184	+1638	1340	+2	1144153	N/A	58691	6	202899	226	23767171	4004643	5934904	Asia
Morocco	1165026	+22	16069	N/A	1148661	+66	296	293	30891	426	11237010	297949	37714582	Africa
Bulgaria	1158354	+435	36953	+6	986992	+3578	134409	82	169045	5393	9871453	1440596	6852339	Europe
Croatia	1124762	+1184	15856	+8	1103572	+368	5334	17	277120	3907	4799675	1182550	4058749	Europe
Cuba	1103488	+93	8527	N/A	1094267	+210	694	23	97534	754	12920253	1141979	11313911	North America
Lebanon	1097204	+86	10393	+1	1081770	N/A	5041	186	162086	1535	4795578	708433	6769280	Asia
Lithuania	1058999	+216	9110	+2	1026835	+852	23054	28	399243	3434	8257933	3113246	2652515	Europe
Tunisia	1040712	+519	28566	+16	N/A	N/A	N/A	29	86396	2371	4584296	380569	12045897	Africa
Finland	1023013	N/A	3939	N/A	46000	N/A	973074	24	184110	709	10720282	1929309	5556539	Europe
Slovenia	1012945	+1672	6602	+4	993937	+2158	12406	23	487119	3175	2648772	1273777	2079463	Europe
Belarus	981070	+202	6958	+4	928536	N/A	45576	N/A	103887	737	13177291	1395366	9443611	Europe
Nepal	978884	+19	11951	N/A	966715	+18	218	N/A	32521	397	5646021	187577	30099745	Asia
New Zealand	961262	+8565	753	+22	905645	+9873	54864	N/A	192172	151	7091138	1417632	5002100	Australia/Oceania
Bolivia	905150	+53	21923	N/A	859723	+360	23504	220	75646	1832	2700878	225720	11965638	South America
Uruguay	899723	N/A	7210	N/A	888557	N/A	3956	18	257369	2062	6091188	1742403	3495855	South America
UAE	899441	+199	2302	N/A	883160	+280	13979	N/A	88965	228	156581508	15487767	10110012	Asia
Ecuador	870238	+282	35598	N/A	N/A	N/A	N/A	759	47986	1963	2470170	136207	18135371	South America
Costa Rica	857290	N/A	8421	N/A	836721	N/A	12148	42	165512	1626	4291131	828466	5179610	North America
Guatemala	847491	+706	17636	+14	827705	+628	2150	5	45750	952	4477695	241717	18524509	North America
Latvia	823110	N/A	5777	N/A	809733	N/A	7600	8	445433	3126	7186387	3888975	1847887	Europe
Azerbaijan	792588	+3	9709	N/A	782804	N/A	75	N/A	76897	942	6820672	661743	10307138	Asia
Panama	780148	+1838	8189	+1	764020	+381	7939	8	175726	1845	5897952	1328493	4439581	North America
Saudi Arabia	754464	+124	9094	+1	742127	+108	3243	50	21068	254	41930549	1170911	35810181	Asia
Sri Lanka	663469	+43	16507	+1	646134	+3	828	N/A	30747	765	6486117	300586	21578260	Asia
Paraguay	649455	N/A	18870	N/A	624673	N/A	5912	2	89045	2587	2623300	359674	7293551	South America
Kuwait	631409	N/A	2555	N/A	628090	N/A	764	8	143939	582	8007805	1825501	4386633	Asia
Myanmar	612951	+27	19434	N/A	591894	+15	1623	N/A	11128	353	7989608	145054	55080179	Asia
Palestine	581940	N/A	5353	N/A	576242	N/A	345	17	109402	1006	3078533	578750	5319279	Asia
Dominican Republic	579572	+129	4376	N/A	574824	+98	372	1	52460	396	3283648	297221	11047837	North America
Estonia	572434	N/A	2548	N/A	511857	N/A	58029	3	430993	1918	3329716	2506988	1328174	Europe
Bahrain	570103	+376	1476	N/A	565516	+356	3111	2	314940	815	9733630	5377114	1810196	Asia
Venezuela	522564	+14	5709	N/A	515819	+50	1036	230	18473	202	3359014	118744	28287881	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128708	2860	3216305	800726	4016734	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4870	232	3693367	34882	105880852	Africa
Libya	501904	N/A	6430	N/A	490973	N/A	4501	101	71263	913	2477219	351728	7043003	Africa
Cyprus	474267	N/A	1020	N/A	124370	N/A	348877	60	387628	834	9477138	7745848	1223512	Asia
Ethiopia	470647	+38	7510	N/A	455716	+5	7421	5	3916	62	4800646	39941	120194875	Africa
Mongolia	469885	N/A	2179	N/A	313256	N/A	154450	192	139213	646	4030048	1193982	3375301	Asia
Honduras	423794	+19	10895	N/A	132358	N/A	280541	105	41573	1069	1358559	133269	10194082	North America
Armenia	422877	+3	8622	N/A	412026	+7	2229	N/A	142219	2900	3059332	1028893	2973422	Asia
Oman	389126	N/A	4258	N/A	384243	N/A	625	4	72799	797	25000000	4677088	5345206	Asia
Bosnia and Herzegovina	377087	N/A	15765	N/A	192218	N/A	169104	N/A	116266	4861	1758191	542096	3243322	Europe
Réunion	374295	N/A	742	N/A	355605	N/A	17948	10	412649	818	1603660	1767985	907055	Africa
Qatar	364826	+48	677	N/A	363645	+72	504	3	129933	241	3452650	1229662	2807805	Asia
Kenya	323806	+10	5649	N/A	318034	+24	123	N/A	5788	101	3605860	64451	55947360	Africa
Zambia	319755	N/A	3976	N/A	315266	N/A	513	1	16542	206	3429405	177417	19329671	Africa
North Macedonia	309925	+135	9283	+1	300021	+85	621	N/A	148772	4456	2025083	972094	2083217	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125410	1102	2026898	831082	2438867	Africa
Albania	275211	+20	3496	N/A	271424	+85	291	2	95825	1217	1808952	629853	2872022	Europe
Algeria	265782	N/A	6875	N/A	178358	N/A	80549	6	5866	152	230861	5096	45306021	Africa
Nigeria	255766	N/A	3143	N/A	249914	N/A	2709	11	1187	15	5075820	23551	215525408	Africa
Zimbabwe	248050	+60	5471	+1	241899	+38	680	12	16254	359	2264510	148390	15260526	Africa
Luxembourg	240132	+797	1068	+4	229649	+32	9415	1	372476	1657	4234646	6568479	644692	Europe
Uzbekistan	238636	+8	1637	N/A	236765	+19	234	23	6945	48	1377915	40102	34360583	Asia
Montenegro	235484	+81	2716	N/A	232117	+85	651	6	374848	4323	2456137	3909726	628212	Europe
Mozambique	225400	+13	2201	N/A	223155	+12	44	13	6859	67	1314422	39996	32863910	Africa
China	218198	+362	5128	+16	198550	+2092	14520	620	152	4	160000000	111163	1439323776	Asia
Laos	208138	+290	746	+1	7660	N/A	199732	N/A	27865	100	1232128	164953	7469572	Asia
Taiwan	202296	+28365	881	+5	29697	+976	171718	N/A	8466	37	15009750	628128	23895999	Asia
Kyrgyzstan	200993	N/A	2991	N/A	196406	+1	1596	131	29901	445	1907195	283725	6721988	Asia
Iceland	185795	N/A	119	N/A	75685	N/A	109991	N/A	538048	345	2264004	6556382	345313	Europe
Maldives	179171	N/A	298	N/A	163687	N/A	15186	25	321073	534	2213831	3967169	558038	Asia
Afghanistan	178901	N/A	7684	+1	161896	N/A	9321	1124	4413	190	944738	23304	40539025	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3390	74	2612795	53990	48394130	Africa
El Salvador	162089	N/A	4128	N/A	150662	N/A	7299	8	24760	631	1950448	297944	6546355	North America
Ghana	161216	N/A	1445	N/A	159737	N/A	34	1	4997	45	2438498	75578	32264636	Africa
Namibia	158940	+66	4025	N/A	153662	N/A	1253	N/A	60538	1533	1009474	384495	2625457	Africa
Martinique	153253	N/A	926	N/A	104	N/A	152223	8	408969	2471	828928	2212067	374730	North America
Trinidad and Tobago	149532	+555	3843	+5	137013	+511	8676	18	106216	2730	712717	506257	1407817	North America
Brunei	142166	+87	218	N/A	141408	N/A	540	N/A	319346	490	717784	1612353	445178	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350106	2134	938039	2343633	400250	North America
Cambodia	136258	+1	3056	N/A	133156	+12	46	N/A	7948	178	2954445	172329	17144176	Asia
Jamaica	130473	+85	2970	+1	83874	+111	43629	N/A	43711	995	1008811	337969	2984921	North America
Rwanda	129819	+4	1459	N/A	45522	N/A	82838	N/A	9586	108	5285642	390314	13542037	Africa
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4315	69	1751774	63105	27759755	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2855	55	1499795	43167	34744019	Africa
Malta	92308	+158	703	+1	87926	+202	3679	4	208040	1584	1889711	4258945	443704	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	920	14	846704	8954	94562480	Africa
Senegal	86010	+3	1966	N/A	84025	+5	19	N/A	4900	112	1071480	61037	17554461	Africa
Malawi	85795	+5	2634	N/A	82069	N/A	1092	67	4282	131	575161	28703	20038016	Africa
Ivory Coast	81967	+8	799	N/A	81132	+9	36	N/A	2972	29	1503708	54525	27578236	Africa
French Guiana	80859	N/A	395	N/A	11254	N/A	69210	2	258416	1262	627211	2004490	312903	South America
