Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	84398079	+74603	1026980	+133	81328967	+46352	2042132	1984	252210	3069	1018462193	3043515	334633503	North America
India	43125370	+1569	524260	+19	42584710	+2467	16400	698	30686	373	844134156	600643	1405384154	Asia
Brazil	30701900	+13510	665056	+89	29724682	N/A	312162	8318	142544	3088	63776166	296102	215385869	South America
France	29189582	+5936	147478	+126	28268061	+97403	774043	1329	445345	2250	271490188	4142126	65543683	Europe
Germany	25809664	+29394	138007	+86	24014000	+57300	1657657	1279	306219	1637	122332384	1451412	84285070	Europe
UK	22200003	+5680	177410	+176	21734362	+31305	288231	253	323837	2588	519264096	7574628	68553083	Europe
Russia	18264836	+4543	377759	+89	17652558	+5379	234519	2300	125057	2586	273400000	1871942	146051508	Europe
S. Korea	17795357	+13296	23744	+35	17120356	+57439	651257	345	346539	462	15804065	307761	51351716	Asia
Italy	17072061	+14080	165346	+102	15923935	+29424	982780	353	283140	2742	217958460	3614836	60295539	Europe
Turkey	15055576	+1254	98904	+4	14953786	+1358	2886	975	174990	1150	160871850	1869805	86036685	Asia
Spain	12166206	+13028	105594	+50	11577956	+10618	482656	339	260025	2257	471036328	10067320	46788651	Europe
Vietnam	10698180	+1550	43067	+2	9359763	+4723	1295350	299	108088	435	85811930	866990	98976893	Asia
Argentina	9135308	N/A	128776	N/A	8895999	N/A	110533	300	198716	2801	35716069	776916	45971570	South America
Japan	8373056	+34845	30061	+22	7979629	+28042	363366	134	66584	239	50521162	401751	125752328	Asia
Netherlands	8070269	+818	22294	N/A	7996777	+7626	51198	43	469044	1296	21107399	1226761	17205790	Europe
Iran	7228434	+383	141232	+8	7022911	+2076	64291	755	84048	1642	51771715	601969	86003907	Asia
Australia	6635645	+41850	7807	+13	6239947	+40125	387891	138	254695	300	70938962	2722837	26053324	Australia/Oceania
Colombia	6095316	N/A	139821	N/A	5928829	N/A	26666	342	117449	2694	34675581	668157	51897393	South America
Indonesia	6050958	+182	156464	+6	5889797	+263	4697	2771	21693	561	97434437	349310	278934010	Asia
Poland	6003529	+93	116207	N/A	5335125	+13	552197	981	158954	3077	36228792	959218	37769081	Europe
Mexico	5751579	+1097	324611	+23	5049239	+316	377729	4798	43749	2469	15897804	120926	131466704	North America
Ukraine	5009301	+370	108497	+6	N/A	N/A	N/A	177	115842	2509	19521252	451438	43242411	Europe
Malaysia	4479809	+1697	35620	+5	4413310	+1548	30879	40	135171	1075	59349271	1790774	33141683	Asia
Thailand	4379084	+5238	29515	+40	4282767	+9168	66802	1496	62445	421	17270775	246276	70127598	Asia
Austria	4215150	+2658	18303	N/A	4140792	+4907	56055	62	463075	2011	185470038	20375667	9102526	Europe
Belgium	4127123	+2568	31656	+11	3948039	+6689	147428	105	353229	2709	33906863	2901997	11683974	Europe
Israel	4110600	+2199	10805	+5	4083611	+2461	16184	150	440768	1159	41373364	4436346	9326000	Asia
Portugal	4066674	N/A	22583	N/A	N/A	N/A	N/A	61	401009	2227	41925228	4134188	10141103	Europe
Czechia	3915917	+69	40256	+2	3872388	+765	3273	10	364402	3746	55326986	5148544	10746143	Europe
