Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Sri Lanka	663131	N/A	16502	N/A	642574	N/A	4055	N/A	30735	765	6486117	300623	21575568	Asia
Paraguay	649034	N/A	18795	N/A	624673	N/A	5566	5	89020	2578	2623300	359804	7290918	South America
Kuwait	631294	N/A	2555	N/A	627899	N/A	840	8	143975	583	7999656	1824434	4384734	Asia
Myanmar	612749	+16	19434	N/A	591633	+24	1682	N/A	11127	353	7898754	143433	55069234	Asia
Palestine	581940	+124	5353	N/A	576242	+343	345	17	109476	1007	3078533	579139	5315705	Asia
Dominican Republic	579114	+160	4376	N/A	574446	+149	292	14	52434	396	3265645	295679	11044570	North America
Estonia	570257	+181	2531	N/A	507474	+763	60252	7	429363	1906	3311935	2493649	1328148	Europe
Bahrain	566272	+442	1475	N/A	561221	+426	3576	2	313133	816	9699812	5363730	1808408	Asia
Venezuela	522176	+55	5706	+1	515463	+158	1007	230	18458	202	3359014	118734	28290292	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128699	2860	3216305	800670	4017015	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4873	233	3693367	34901	105822756	Africa
Libya	501862	N/A	6429	N/A	490900	N/A	4533	101	71285	913	2476960	351831	7040194	Africa
Cyprus	470481	N/A	1011	N/A	124370	N/A	345100	60	384616	826	9477138	7747513	1223249	Asia
Ethiopia	470434	+17	7510	N/A	454967	N/A	7957	15	3917	63	4765964	39680	120109031	Africa
Mongolia	469580	+30	2177	N/A	313256	N/A	154147	192	139188	645	4030048	1194544	3373713	Asia
Armenia	422825	+3	8622	N/A	410558	+10	3645	N/A	142209	2900	3035104	1020801	2973256	Asia
Honduras	422275	N/A	10892	N/A	131100	N/A	280283	105	41443	1069	1263329	123985	10189344	North America
Oman	389053	+17	4257	N/A	384145	+90	651	2	72839	797	25000000	4680516	5341291	Asia
Bosnia and Herzegovina	376699	N/A	15756	N/A	192218	N/A	168725	N/A	116124	4857	1752716	540306	3243932	Europe
Réunion	374295	N/A	742	N/A	355605	N/A	17948	10	412736	818	1603660	1768360	906863	Africa
Qatar	364187	+98	677	N/A	362674	+106	836	2	129705	241	3426179	1220234	2807805	Asia
Kenya	323709	+13	5649	N/A	317909	N/A	151	N/A	5790	101	3584170	64104	55911680	Africa
Zambia	318984	N/A	3974	N/A	314075	N/A	935	N/A	16516	206	3408441	176474	19314138	Africa
North Macedonia	309062	N/A	9271	N/A	299064	N/A	727	N/A	148358	4450	2007553	963678	2083219	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125484	1103	2026898	831569	2437438	Africa
Albania	274828	+37	3496	N/A	270893	+24	439	2	95688	1217	1800323	626828	2872116	Europe
Algeria	265767	+6	6875	+1	178346	+2	80546	6	5869	152	230861	5098	45282191	Africa
Nigeria	255685	N/A	3143	N/A	249890	N/A	2652	11	1187	15	5036813	23387	215371389	Africa
Zimbabwe	247524	N/A	5468	N/A	241362	N/A	694	12	16227	358	2240305	146867	15254021	Africa
Uzbekistan	238469	+27	1637	N/A	236483	+25	349	23	6943	48	1377915	40119	34345999	Asia
Montenegro	234707	+88	2713	N/A	231376	+79	618	6	373612	4319	2445741	3893190	628210	Europe
Luxembourg	233966	N/A	1058	N/A	221501	N/A	11407	1	363084	1642	4213886	6539382	644386	Europe
Mozambique	225365	+7	2201	N/A	223104	N/A	60	13	6863	67	1310132	39897	32837490	Africa
Laos	205975	+1082	732	N/A	7660	N/A	197583	N/A	27587	98	1232128	165023	7466398	Asia
Kyrgyzstan	200983	N/A	2991	N/A	196386	+10	1606	131	29914	445	1907195	283862	6718750	Asia
China	200654	+1580	4725	+39	166398	+2672	29531	236	139	3	160000000	111163	1439323776	Asia
Iceland	185074	N/A	114	N/A	75685	N/A	109275	N/A	536063	330	1953616	5658604	345247	Europe
Maldives	178883	N/A	298	N/A	163687	N/A	14898	25	320722	534	2213831	3969210	557751	Asia
Afghanistan	178689	+39	7682	+1	161748	+40	9259	1124	4411	190	940341	23211	40512612	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3393	74	2612795	54039	48350505	Africa
El Salvador	162089	N/A	4127	N/A	150662	N/A	7300	8	24764	631	1950448	297989	6545373	North America
Ghana	161124	N/A	1445	N/A	159655	N/A	24	1	4997	45	2433244	75461	32245102	Africa
Namibia	158358	+26	4025	+2	153662	N/A	671	N/A	60348	1534	1001841	381789	2624072	Africa
Martinique	147519	N/A	918	N/A	104	N/A	146497	8	393658	2450	828928	2212014	374739	North America
Trinidad and Tobago	144563	+204	3813	+1	133834	+230	6916	18	102696	2709	696573	494837	1407681	North America
Brunei	141119	+105	218	N/A	139882	+158	1019	N/A	317084	490	717784	1612809	445052	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350108	2134	938039	2343644	400248	North America
Cambodia	136216	+16	3056	N/A	132921	+25	239	N/A	7949	178	2946965	171963	17137221	Asia
Rwanda	129767	+3	1458	N/A	45522	N/A	82787	N/A	9589	108	5233320	386726	13532358	Africa
Jamaica	129489	N/A	2943	N/A	82965	N/A	43581	N/A	43387	986	981688	328925	2984534	North America
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4318	69	1751774	63150	27739834	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2858	55	1499795	43205	34713148	Africa
Malta	90595	+196	688	+1	84646	+535	5261	4	204195	1551	1872465	4220410	443669	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	921	14	846704	8962	94480277	Africa
Senegal	85988	+4	1967	+1	84004	+3	17	1	4902	112	1064723	60699	17541154	Africa
Malawi	85747	N/A	2633	N/A	81938	N/A	1176	67	4282	131	571585	28546	20023110	Africa
Ivory Coast	81887	N/A	799	N/A	81061	N/A	27	N/A	2971	29	1494624	54235	27558545	Africa
French Guiana	80422	N/A	394	N/A	11254	N/A	68774	1	257210	1260	622646	1991384	312670	South America
Suriname	79302	N/A	1327	N/A	49396	N/A	28579	N/A	133027	2226	235824	395589	596134	South America
Channel Islands	73609	N/A	166	N/A	72059	N/A	1384	N/A	416435	939	1252808	7087622	176760	Europe
French Polynesia	72648	N/A	648	N/A	N/A	N/A	N/A	7	255943	2283	N/A	N/A	283844	Australia/Oceania
Eswatini	70294	+10	1397	N/A	68788	+24	109	11	59476	1182	1012764	856909	1181880	Africa
Barbados	67611	+355	389	N/A	63961	+537	3261	N/A	234751	1351	641298	2226644	288011	North America
Fiji	64524	N/A	862	N/A	62677	N/A	985	N/A	71047	949	506642	557860	908189	Australia/Oceania
Madagascar	64152	+31	1391	N/A	59370	N/A	3391	14	2214	48	422372	14576	28977264	Africa
Guyana	63416	+3	1228	N/A	62105	+13	83	1	79928	1548	591033	744924	793414	South America
Sudan	62093	N/A	4930	N/A	N/A	N/A	N/A	N/A	1359	108	562941	12318	45699284	Africa
New Caledonia	60457	N/A	312	N/A	60064	N/A	81	9	208142	1074	98964	340715	290460	Australia/Oceania
Mauritania	58683	N/A	982	N/A	57693	N/A	8	N/A	12049	202	799783	164210	4870479	Africa
Bhutan	57771	+431	20	N/A	53080	+306	4671	3	73410	25	2284301	2902661	786968	Asia
Belize	57419	N/A	676	N/A	56534	N/A	209	6	139816	1646	534770	1302176	410674	North America
Taiwan	56468	+5172	856	N/A	23729	+275	31883	N/A	2363	36	14289370	598014	23894707	Asia
Cabo Verde	56004	N/A	401	N/A	55538	N/A	65	23	98789	707	400982	707319	566904	Africa
Syria	55797	+2	3150	N/A	52101	+11	546	N/A	3054	172	146269	8006	18268844	Asia
Gabon	47597	N/A	303	N/A	47282	N/A	12	N/A	20510	131	1592483	686228	2320633	Africa
Papua New Guinea	43732	N/A	649	N/A	43025	N/A	58	7	4726	70	249149	26925	9253330	Australia/Oceania
Seychelles	42079	N/A	165	N/A	41260	N/A	654	N/A	423126	1659	N/A	N/A	99448	Africa
Curaçao	41966	N/A	273	N/A	41251	N/A	442	3	253869	1651	496693	3004688	165306	North America
Andorra	41013	N/A	153	N/A	40343	N/A	517	14	529282	1974	249838	3224215	77488	Europe
Burundi	38887	N/A	38	N/A	773	N/A	38076	N/A	3103	3	345742	27592	12530563	Africa
Mauritius	37656	N/A	990	N/A	35656	N/A	1010	N/A	29521	776	358675	281185	1275583	Africa
Mayotte	37038	N/A	187	N/A	2964	N/A	33887	N/A	130091	657	176919	621403	284709	Africa
Togo	36977	N/A	273	N/A	36679	N/A	25	N/A	4285	32	727740	84333	8629335	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2646	32	660107	47916	13776395	Africa
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704445	569	778000	15813330	49199	Europe
Aruba	34589	N/A	212	N/A	34251	N/A	126	2	321501	1971	177885	1653421	107586	North America
Tanzania	33864	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62808110	Africa
Bahamas	33483	+20	789	N/A	32310	N/A	384	11	83700	1972	229817	574489	400037	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15145	321	431221	198449	2172951	Africa
Mali	30740	+13	731	N/A	29813	+18	196	N/A	1443	34	664333	31183	21304609	Africa
Haiti	30640	N/A	835	N/A	29389	N/A	416	N/A	2629	72	132422	11363	11653807	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	331011	1013	150753	1756086	85846	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2123	13	604310	47595	12696930	Africa
Somalia	26485	N/A	1350	N/A	13182	N/A	11953	N/A	1586	81	400466	23988	16694320	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4178	67	347815	60348	5763505	Africa
Saint Lucia	23239	N/A	368	N/A	22736	N/A	135	1	125519	1988	142630	770373	185144	North America
Timor-Leste	22860	N/A	130	N/A	22714	N/A	16	N/A	16762	95	261007	191378	1363829	Asia
Cayman Islands	21755	N/A	26	N/A	8553	N/A	13176	1	324135	387	222773	3319174	67117	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	951	17	248995	11349	21938858	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2733	33	N/A	N/A	6767032	North America
Gibraltar	17706	N/A	102	N/A	16579	N/A	1025	N/A	525822	3029	534283	15866807	33673	Europe
South Sudan	17422	N/A	138	N/A	13514	N/A	3770	1	1524	12	376391	32927	11430967	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1752	12	N/A	N/A	9924758	Asia
Liechtenstein	17103	+12	85	+1	16831	+30	187	N/A	446251	2218	102174	2665919	38326	Europe
San Marino	16140	N/A	114	N/A	15662	N/A	364	4	473870	3347	149271	4382590	34060	Europe
Equatorial Guinea	15907	N/A	183	N/A	15698	N/A	26	5	10703	123	310972	209233	1486246	Africa
Djibouti	15611	N/A	189	N/A	15411	N/A	11	N/A	15396	186	303924	299736	1013971	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2941	23	81294	16319	4981542	Africa
Grenada	14428	N/A	220	N/A	13945	N/A	263	4	127157	1939	148567	1309353	113466	North America
Solomon Islands	14182	+1745	140	+1	12763	+1569	1279	2	19771	195	5117	7133	717320	Australia/Oceania
Bermuda	13143	N/A	131	N/A	12719	N/A	293	N/A	212457	2118	866313	14003960	61862	North America
Dominica	12011	N/A	63	N/A	11926	N/A	22	N/A	166107	871	187690	2595666	72309	North America
Gambia	11995	N/A	365	N/A	11591	N/A	39	N/A	4724	144	155686	61310	2539329	Africa
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210209	369	164926	2896081	56948	North America
Yemen	11818	N/A	2149	+1	9009	+8	660	23	381	69	265253	8553	31013036	Asia
Monaco	11605	+1	54	N/A	11396	+34	155	4	291986	1359	54960	1382815	39745	Europe
Saint Martin	10279	N/A	63	N/A	1399	N/A	8817	7	257891	1581	112382	2819559	39858	North America
Sint Maarten	10002	+12	86	N/A	9850	+9	66	10	228586	1965	62056	1418228	43756	North America
Eritrea	9733	N/A	103	N/A	9629	N/A	1	N/A	2677	28	23693	6518	3635146	Africa
Caribbean Netherlands	9592	N/A	34	N/A	9392	N/A	166	N/A	359736	1275	30126	1129838	26664	North America
Tonga	9553	N/A	11	N/A	8306	N/A	1236	N/A	88568	102	408213	3784621	107861	Australia/Oceania
Niger	8914	N/A	309	N/A	8508	+1	97	1	346	12	249235	9664	25789297	Africa
Guinea-Bissau	8185	N/A	171	N/A	7515	N/A	499	6	3989	83	132611	64624	2052050	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8969	177	N/A	N/A	903077	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31433	8270147	Africa
Antigua and Barbuda	7571	N/A	135	N/A	7402	N/A	34	1	76171	1358	18901	190160	99395	North America
Liberia	7432	N/A	294	N/A	5747	N/A	1391	2	1410	56	139824	26520	5272486	Africa
Chad	7396	N/A	193	N/A	4874	N/A	2329	N/A	428	11	191341	11075	17277400	Africa
Samoa	7185	N/A	13	N/A	1605	N/A	5567	3	35782	65	53893	268394	200798	Australia/Oceania
Vanuatu	6840	+51	12	N/A	6384	+393	444	2	21367	37	24976	78022	320114	Australia/Oceania
St. Vincent Grenadines	6779	N/A	106	N/A	6641	N/A	32	N/A	60756	950	98860	886025	111577	North America
British Virgin Islands	6296	N/A	62	N/A	N/A	N/A	N/A	1	205785	2026	102862	3362053	30595	North America
Sao Tome and Principe	5953	N/A	73	N/A	5875	N/A	5	N/A	26281	322	29036	128186	226514	Africa
Turks and Caicos	5941	N/A	36	N/A	5862	N/A	43	4	149783	908	478593	12066181	39664	North America
Saint Kitts and Nevis	5561	N/A	43	N/A	5517	N/A	1	N/A	103213	798	65141	1209024	53879	North America
Cook Islands	4727	N/A	N/A	N/A	3990	N/A	737	N/A	268686	N/A	15740	894674	17593	Australia/Oceania
St. Barth	4432	N/A	6	N/A	N/A	N/A	N/A	N/A	446279	604	78646	7919243	9931	North America
Palau	4396	N/A	6	N/A	3879	N/A	511	1	240877	329	45500	2493151	18250	Australia/Oceania
Kiribati	3076	N/A	13	N/A	2597	N/A	466	3	25057	106	N/A	N/A	122762	Australia/Oceania
Anguilla	2731	N/A	9	N/A	2716	N/A	6	4	179141	590	51382	3370417	15245	North America
Saint Pierre Miquelon	2641	N/A	1	N/A	2449	N/A	191	1	459864	174	22941	3994602	5743	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41716	643	20508	1884407	10883	Australia/Oceania
Montserrat	183	N/A	2	N/A	174	N/A	7	N/A	36622	400	9700	1941165	4997	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34944	N/A	8632	2356538	3663	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8079	665336	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	15	N/A	N/A	N/A	7	N/A	8	N/A	250	N/A	N/A	N/A	59912	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	623876	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	8	N/A	N/A	N/A	7	N/A	1	N/A	4860	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	3	N/A	N/A	N/A	3	N/A	0	N/A	274	N/A	N/A	N/A	10947	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6110	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117203	Australia/Oceania
