Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	82649779	+17987	1018316	+77	80434913	+32660	1196550	1465	247076	3044	1000275726	2990256	334511757	North America
India	43057545	+2593	522193	+44	42519479	+1755	15873	698	30656	372	834281170	593992	1404532227	Asia
Brazil	30345654	+6957	662663	+45	29364400	+11002	318591	8318	140952	3078	63776166	296232	215291063	South America
France	28244977	+80571	145020	+75	25852907	+102120	2247050	1677	430993	2213	266484045	4066309	65534632	Europe
Germany	24109433	+89665	134624	+153	21179400	+121400	2795409	1980	286103	1598	122332384	1451701	84268279	Europe
UK	21933206	N/A	173352	N/A	20714072	N/A	1045782	339	320049	2530	514985782	7514671	68530719	Europe
Russia	18128691	+8829	374734	+171	17464120	+13030	289837	2300	124129	2566	273400000	1871993	146047589	Europe
S. Korea	16830469	+75414	22024	+151	N/A	N/A	N/A	738	327767	429	15804065	307778	51348952	Asia
Italy	16079794	+71105	162609	+143	14684371	+61778	1232814	409	266658	2697	211365630	3505170	60301104	Europe
Turkey	15016270	+2654	98676	+16	14854475	+17524	63119	975	174649	1148	158110923	1838933	85979686	Asia
Spain	11786036	N/A	103908	N/A	11261340	N/A	420788	339	251906	2221	471036328	10067564	46787517	Europe
Vietnam	10554689	+10365	43004	+6	9081494	+2229	1430191	685	106697	435	85786808	867217	98921912	Asia
Argentina	9060923	N/A	128344	N/A	8895999	N/A	36580	412	197210	2793	35716069	777357	45945534	South America
Netherlands	8035603	N/A	22206	N/A	7604434	N/A	408963	94	467094	1291	21107399	1226931	17203414	Europe
Japan	7577841	+42808	29257	+56	7078090	+50424	470494	203	60248	233	46582691	370361	125776552	Asia
Iran	7215512	+608	140962	+32	6963991	+3021	110559	1087	83963	1640	50079995	582757	85936350	Asia
Colombia	6091094	+291	139771	+6	5924433	+290	26890	342	117445	2695	34355022	662414	51863331	South America
Indonesia	6043768	+522	156067	+27	5868251	+2082	19450	2771	21681	560	94877499	340365	278752361	Asia
Poland	5990853	+1240	115948	+22	5334340	+67	540565	1588	158607	3070	36020113	953628	37771676	Europe
Mexico	5732712	+1077	324060	+27	5033238	+882	375414	4798	43634	2467	15755813	119924	131381631	North America
Australia	5654608	+41754	6970	+31	5274197	+40447	373441	132	217195	268	68805662	2642841	26034737	Australia/Oceania
Ukraine	4997224	N/A	108306	N/A	N/A	N/A	N/A	177	115519	2504	19521252	451266	43258835	Europe
Malaysia	4427067	+5624	35491	+9	4310599	+10041	80977	89	133685	1072	58332799	1761489	33115624	Asia
Thailand	4148090	+20052	27652	+129	3932099	+22361	188339	1496	59160	394	17270775	246315	70116622	Asia
Austria	4099049	+6536	18035	+19	3979563	+11753	101451	121	450479	1982	181724310	19971234	9099303	Europe
Israel	4054342	+6649	10658	N/A	4009152	N/A	34532	220	434735	1143	41373364	4436346	9326000	Asia
Belgium	4015791	N/A	31319	N/A	3710295	N/A	274177	169	343794	2681	33456470	2864225	11680811	Europe
Czechia	3894633	+2112	40076	+9	3834698	+3690	19859	47	362463	3730	55108160	5128775	10744898	Europe
Portugal	3791744	N/A	22162	N/A	N/A	N/A	N/A	61	373830	2185	40748372	4017403	10142964	Europe
South Africa	3759689	+4230	100298	+12	3632572	+290	26819	175	61979	1653	24313334	400810	60660434	Africa
Canada	3695585	+3820	38777	+24	3426082	+3274	230726	426	96389	1011	60536359	1578918	38340401	North America
Philippines	3684295	+205	60179	+61	3609425	+1231	14691	289	32832	536	29406529	262049	112217561	Asia
Switzerland	3579867	N/A	13816	N/A	3358732	+22469	207319	90	408239	1576	20666182	2356720	8769046	Europe
Peru	3560095	+752	212736	+12	N/A	N/A	N/A	340	105322	6294	29627340	876494	33802105	South America
Chile	3544463	+2671	57375	+24	3368796	+9388	118292	286	182583	2956	36711724	1891104	19412855	South America
Greece	3277557	+4175	28867	+28	3151717	+6895	96973	277	317254	2794	78872546	7634533	10331024	Europe
Denmark	2959040	+1214	6072	+12	2929103	+2303	23865	15	507634	1042	127141200	21811545	5829078	Europe
Romania	2887824	+566	65421	+8	2606660	N/A	215743	212	151945	3442	22585326	1188343	19005726	Europe
Sweden	2498388	N/A	18656	N/A	2463086	+1263	16646	19	244625	1827	18493218	1810733	10213114	Europe
Iraq	2324141	+110	25204	+1	2295947	+369	2990	20	55530	602	18450939	440845	41853538	Asia
Serbia	2001144	+628	15953	+5	1967786	+1538	17405	25	230713	1839	9427662	1086919	8673752	Europe
Bangladesh	1952532	+26	29127	N/A	1893131	+315	30274	1297	11646	174	13956056	83242	167655571	Asia
Hungary	1890953	N/A	46048	N/A	1776617	N/A	68288	45	196646	4789	11295119	1174616	9616008	Europe
Slovakia	1773653	+1452	19829	+12	1728556	+3091	25268	88	324582	3629	7052991	1290711	5464423	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163121	1353	16670254	1605031	10386249	Asia
Georgia	1654163	+87	16797	+2	1635550	+259	1816	N/A	416108	4225	16800497	4226195	3975325	Asia
Pakistan	1527751	+82	30369	+1	1493998	+65	3384	185	6682	133	28028845	122587	228644024	Asia
