Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Israel	4076111	+1992	10695	N/A	4042243	+3850	23173	220	437070	1147	41373364	4436346	9326000	Asia
Belgium	4056448	N/A	31439	N/A	3788323	N/A	236686	150	347242	2691	33531891	2870411	11681911	Europe
Czechia	3905100	+1433	40155	+8	3849141	+4336	15804	29	363423	3737	55199677	5137085	10745331	Europe
Portugal	3853800	N/A	22280	N/A	N/A	N/A	N/A	61	379972	2197	41278379	4069916	10142317	Europe
South Africa	3791925	+6527	100363	+3	3648831	+2590	42731	192	62494	1654	24475485	403375	60676777	Africa
Canada	3749083	+2799	39243	+13	3454966	+3158	254874	468	97766	1023	60871310	1587355	38347627	North America
Philippines	3685642	+239	60341	+36	3618137	+1428	7164	289	32834	538	29565513	263391	112249444	Asia
Switzerland	3602489	N/A	13859	N/A	3459053	N/A	129577	87	410754	1580	20767523	2367903	8770428	Europe
Peru	3565253	+695	212824	+14	N/A	N/A	N/A	301	105443	6294	29846819	882725	33812147	South America
Chile	3558631	+2298	57527	+18	3413427	+6497	87677	221	183279	2963	37001758	1905692	19416438	South America
Greece	3323922	+6497	29153	+39	3212923	+3827	81846	239	321776	2822	79829956	7728035	10329916	Europe
Denmark	2966047	+843	6158	+9	2941761	+1304	18128	13	508798	1056	127218115	21823075	5829523	Europe
Romania	2893876	+887	65487	+9	2606660	N/A	221729	198	152286	3446	22702071	1194661	19002936	Europe
Sweden	2500917	N/A	18739	N/A	2469149	+1071	13029	21	244840	1835	18513445	1812469	10214488	Europe
Iraq	2325092	+110	25211	N/A	2297747	+201	2134	20	55527	602	18478198	441288	41873314	Asia
Serbia	2006353	+521	15991	+7	1975636	+2889	14726	23	231334	1844	9487930	1093963	8672986	Europe
Bangladesh	1952691	+17	29127	N/A	1895404	+258	28160	1297	11645	174	13990466	83430	167691408	Asia
Hungary	1901017	N/A	46201	N/A	1804295	N/A	50521	41	197704	4805	11339446	1179291	9615474	Europe
Slovakia	1780955	+933	19905	+14	1743306	+915	17744	70	325915	3643	7088924	1297273	5464480	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163086	1352	16670254	1604689	10388461	Asia
Georgia	1655098	+153	16807	N/A	1637037	+237	1254	N/A	416360	4228	16908154	4253455	3975158	Asia
Pakistan	1528412	+65	30371	N/A	1494141	N/A	3900	131	6682	133	28156480	123095	228737931	Asia
Ireland	1517112	N/A	7087	N/A	1452338	+5232	57687	37	301092	1407	12063637	2394195	5038702	Europe
Norway	1426013	+204	2932	N/A	N/A	N/A	N/A	20	259332	533	11002430	2000877	5498803	Europe
Kazakhstan	1305533	+12	13660	N/A	1291066	+11	807	24	68040	712	11575012	603254	19187625	Asia
Hong Kong	1204210	+363	9308	+10	N/A	N/A	N/A	115	158276	1223	44972952	5911063	7608268	Asia
Singapore	1197908	+2141	1335	+1	1132574	+2562	63999	6	201854	225	23712995	3995768	5934528	Asia
Morocco	1164953	+46	16069	N/A	1148474	+38	410	293	30892	426	11237010	297977	37710997	Africa
Bulgaria	1156729	+263	36913	+2	978145	+41	141671	82	168797	5387	9848912	1437217	6852765	Europe
Croatia	1122459	+797	15828	+6	1100854	+1032	5777	24	276539	3900	4786857	1179332	4058956	Europe
Cuba	1102941	+191	8526	N/A	1093508	+261	907	23	97485	754	12920253	1141974	11313967	North America
Lebanon	1096955	+101	10386	+2	1081770	+378	4799	186	162043	1534	4795578	708406	6769529	Asia
Lithuania	1058206	+515	9094	+2	1023740	+1220	25372	35	398898	3428	8247311	3108880	2652824	Europe
Tunisia	1040193	N/A	28550	N/A	N/A	N/A	N/A	29	86360	2370	4572976	379661	12044884	Africa
Finland	1023013	N/A	3939	N/A	46000	N/A	973074	24	184112	709	10720282	1929334	5556468	Europe
Slovenia	1010078	+968	6592	N/A	990337	+1319	13149	23	485740	3170	2646122	1272504	2079461	Europe
Belarus	980345	+436	6947	+4	928536	N/A	44862	N/A	103810	736	13157373	1393253	9443636	Europe
Nepal	978810	+4	11951	N/A	966629	+17	230	N/A	32524	397	5636303	187281	30095444	Asia
New Zealand	930969	+7122	702	+6	877888	+7966	52379	N/A	186116	140	7078901	1415186	5002100	Australia/Oceania
Bolivia	904974	+91	21919	+5	858434	+381	24621	220	75639	1832	2699040	225591	11964333	South America
UAE	898571	+261	2302	N/A	881831	+315	14438	N/A	88888	228	155925308	15424354	10109033	Asia
Uruguay	895775	N/A	7197	N/A	886654	N/A	1924	18	256246	2059	6091188	1742452	3495757	South America
Ecuador	869696	+247	35598	+4	N/A	N/A	N/A	759	47962	1963	2470170	136224	18133173	South America
Costa Rica	852074	N/A	8405	N/A	832853	N/A	10816	45	164518	1623	4291131	828527	5179229	North America
Guatemala	846546	+678	17584	+18	826602	+621	2360	5	45705	949	4454022	240475	18521789	North America
Latvia	822013	N/A	5760	N/A	808909	N/A	7344	11	444799	3117	7174863	3882382	1848057	Europe
Azerbaijan	792562	+4	9709	N/A	782761	+17	92	N/A	76900	942	6814486	661190	10306390	Asia
Panama	776420	+932	8184	N/A	762170	+501	6066	8	174908	1844	5873370	1323122	4439024	North America
Saudi Arabia	754011	+90	9088	+2	741673	+133	3250	45	21058	254	41892775	1170002	35805734	Asia
Sri Lanka	663362	+33	16504	N/A	646125	+4	733	N/A	30743	765	6486117	300596	21577526	Asia
Paraguay	649455	N/A	18870	N/A	624673	N/A	5912	2	89054	2587	2623300	359709	7292833	South America
Kuwait	631409	N/A	2555	N/A	628090	N/A	764	8	143956	583	8007805	1825717	4386115	Asia
Myanmar	612883	+19	19434	N/A	591812	+18	1637	N/A	11128	353	7954939	144433	55077194	Asia
Palestine	581940	N/A	5353	N/A	576242	N/A	345	17	109422	1007	3078533	578856	5318304	Asia
Dominican Republic	579248	N/A	4376	N/A	574601	N/A	271	6	52435	396	3274131	296383	11046946	North America
Estonia	572193	+276	2539	+1	511039	+689	58615	3	430814	1912	3326696	2504727	1328167	Europe
Bahrain	568706	+339	1475	N/A	563892	+419	3339	3	314253	815	9721489	5371855	1809708	Asia
Venezuela	522325	+20	5709	+1	515675	+9	941	230	18464	202	3359014	118741	28288539	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128706	2860	3216305	800711	4016810	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4871	232	3693367	34888	105865008	Africa
Libya	501904	N/A	6430	N/A	490973	N/A	4501	101	71271	913	2477219	351766	7042237	Africa
Cyprus	474267	+3786	1020	+9	124370	N/A	348877	60	387650	834	9477138	7746304	1223440	Asia
Ethiopia	470568	+18	7510	N/A	455383	+3	7675	11	3916	62	4789701	39857	120171463	Africa
Mongolia	469885	+55	2179	N/A	313256	N/A	154450	192	139231	646	4030048	1194135	3374868	Asia
Honduras	423179	N/A	10893	N/A	132318	N/A	279968	105	41517	1069	1263329	123943	10192790	North America
Armenia	422867	+2	8622	N/A	411050	+12	3195	N/A	142218	2900	3051264	1026195	2973377	Asia
Oman	389126	N/A	4258	N/A	384243	N/A	625	4	72814	797	25000000	4678022	5344139	Asia
Bosnia and Herzegovina	377087	N/A	15765	N/A	192218	N/A	169104	N/A	116260	4861	1758191	542068	3243488	Europe
Réunion	374295	N/A	742	N/A	355605	N/A	17948	10	412672	818	1603660	1768087	907003	Africa
Qatar	364602	+42	677	N/A	363365	+79	560	3	129853	241	3440937	1225490	2807805	Asia
Kenya	323773	+13	5649	N/A	317960	+28	164	N/A	5788	101	3598809	64336	55937629	Africa
Zambia	319702	+108	3976	N/A	315044	+354	682	N/A	16543	206	3427205	177342	19325435	Africa
North Macedonia	309571	N/A	9280	N/A	299738	N/A	553	N/A	148602	4455	2018029	968708	2083218	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125430	1102	2026898	831215	2438477	Africa
Albania	275107	+52	3496	N/A	271213	+28	398	2	95788	1217	1806414	628964	2872048	Europe
Algeria	265780	+1	6875	N/A	178355	N/A	80550	6	5867	152	230861	5096	45299522	Africa
Nigeria	255753	+37	3143	N/A	249911	+15	2699	11	1187	15	5075820	23556	215483403	Africa
Zimbabwe	247875	+33	5469	N/A	241689	+46	717	12	16245	358	2256453	147879	15258752	Africa
Uzbekistan	238596	+19	1637	N/A	236670	+20	289	23	6945	48	1377915	40106	34356605	Asia
Luxembourg	237856	N/A	1064	N/A	227197	N/A	9595	3	368993	1651	4227288	6557920	644608	Europe
Montenegro	235228	+77	2714	N/A	231778	+70	736	6	374441	4320	2452639	3904164	628211	Europe
Mozambique	225384	+1	2201	N/A	223113	N/A	70	13	6860	67	1313202	39968	32856704	Africa
China	215667	+1424	5022	+47	184078	+3127	26567	458	150	3	160000000	111163	1439323776	Asia
Laos	207469	+273	744	+1	7660	N/A	199065	N/A	27778	100	1232128	164972	7468707	Asia
Kyrgyzstan	200992	N/A	2991	N/A	196400	N/A	1601	131	29905	445	1907195	283762	6721105	Asia
Iceland	185579	N/A	119	N/A	75685	N/A	109775	N/A	537451	345	1953616	5657817	345295	Europe
Maldives	179171	N/A	298	N/A	163687	N/A	15186	25	321119	534	2213831	3967731	557959	Asia
Afghanistan	178879	+6	7683	N/A	161883	N/A	9313	1124	4413	190	944283	23297	40531821	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3391	74	2612795	54003	48382232	Africa
El Salvador	162089	N/A	4128	N/A	150662	N/A	7299	8	24761	631	1950448	297956	6546087	North America
Ghana	161173	N/A	1445	N/A	159691	N/A	37	1	4996	45	2435846	75508	32259308	Africa
Namibia	158733	+84	4025	N/A	153662	N/A	1046	N/A	60468	1533	1007690	383870	2625079	Africa
Martinique	153253	N/A	926	N/A	104	N/A	152223	8	408966	2471	828928	2212050	374733	North America
Trinidad and Tobago	147867	+417	3829	+5	135209	N/A	8829	18	105036	2720	704554	500472	1407780	North America
Brunei	141850	+102	218	N/A	140892	+181	740	N/A	318662	490	717784	1612480	445143	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350107	2134	938039	2343639	400249	North America
Cambodia	136251	+5	3056	N/A	133073	+23	122	N/A	7948	178	2952645	172243	17142279	Asia
Jamaica	129978	N/A	2962	N/A	83358	N/A	43658	N/A	43546	992	996159	333742	2984815	North America
Rwanda	129806	+7	1459	+1	45522	N/A	82825	N/A	9587	108	5270395	389264	13539397	Africa
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4316	69	1751774	63117	27754322	Africa
Taiwan	115870	+15136	865	+3	25975	N/A	89030	N/A	4849	36	14758774	617634	23895647	Asia
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2856	55	1499795	43177	34735599	Africa
Malta	91741	+136	698	N/A	87119	+360	3924	4	206766	1573	1883103	4244138	443695	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	920	14	846704	8956	94540061	Africa
Senegal	85997	+2	1966	N/A	84015	+2	16	N/A	4900	112	1069522	60939	17550832	Africa
Malawi	85781	N/A	2634	N/A	82066	N/A	1081	67	4282	131	574139	28658	20033950	Africa
Ivory Coast	81930	N/A	799	N/A	81097	N/A	34	N/A	2971	29	1500074	54404	27572866	Africa
French Guiana	80859	N/A	395	N/A	11254	N/A	69210	2	258468	1263	627211	2004894	312840	South America
Suriname	79336	N/A	1328	N/A	49401	N/A	28607	N/A	133059	2227	235950	395724	596249	South America
Channel Islands	74383	N/A	169	N/A	73224	N/A	990	N/A	420730	956	1252808	7086219	176795	Europe
French Polynesia	72720	N/A	648	N/A	N/A	N/A	N/A	7	256165	2283	N/A	N/A	283879	Australia/Oceania
Eswatini	70643	+17	1397	N/A	68860	+37	386	11	59758	1182	1015212	858790	1182142	Africa
Barbados	70080	+518	394	+2	65563	+478	4123	N/A	243317	1368	649047	2253487	288019	North America
Fiji	64644	+4	862	N/A	62763	N/A	1019	N/A	71168	949	507722	558961	908331	Australia/Oceania
Madagascar	64152	N/A	1391	N/A	59370	N/A	3391	14	2213	48	422372	14568	28992875	Africa
Guyana	63473	+16	1228	N/A	62143	+13	102	1	79991	1548	596356	751554	793497	South America
Sudan	62117	N/A	4931	N/A	N/A	N/A	N/A	N/A	1359	108	562941	12312	45721722	Africa
New Caledonia	60517	N/A	312	N/A	60102	N/A	103	9	208306	1074	98964	340644	290520	Australia/Oceania
Bhutan	59163	+109	21	N/A	57748	+428	1394	1	75161	27	2298106	2919516	787153	Asia
Mauritania	58688	+1	982	N/A	57695	+1	11	N/A	12043	202	804074	165001	4873160	Africa
Belize	57497	N/A	676	N/A	56604	N/A	217	6	139953	1645	539513	1313220	410832	North America
Cabo Verde	56022	+2	401	N/A	55553	+2	68	23	98798	707	400982	707154	567036	Africa
Syria	55813	N/A	3150	N/A	52159	N/A	504	N/A	3054	172	146269	8002	18278163	Asia
Gabon	47602	N/A	304	N/A	47285	N/A	13	N/A	20502	131	1593622	686378	2321785	Africa
Papua New Guinea	43800	N/A	649	N/A	43100	N/A	51	7	4732	70	249149	26915	9257040	Australia/Oceania
Seychelles	42474	N/A	166	N/A	41727	N/A	581	N/A	427042	1669	N/A	N/A	99461	Africa
Curaçao	42241	N/A	274	N/A	41612	N/A	355	3	255509	1657	496693	3004416	165321	North America
Andorra	41349	N/A	153	N/A	40689	N/A	507	14	533597	1974	249838	3224091	77491	Europe
Burundi	39998	N/A	38	N/A	773	N/A	39187	N/A	3190	3	345742	27575	12538337	Africa
Mauritius	37642	N/A	990	N/A	35895	N/A	757	N/A	29509	776	358675	281175	1275629	Africa
Mayotte	37363	N/A	187	N/A	2964	N/A	34212	N/A	131166	656	176919	621089	284853	Africa
Togo	36985	N/A	273	N/A	36688	N/A	24	N/A	4284	32	729891	84541	8633587	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2645	32	660107	47889	13784209	Africa
Aruba	34846	N/A	212	N/A	34516	N/A	118	3	323863	1970	177885	1653283	107595	North America
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704388	569	778000	15812044	49203	Europe
Tanzania	33872	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62845449	Africa
Bahamas	33558	+17	798	+9	32355	+4	405	N/A	83870	1994	229817	574372	400119	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15143	321	431221	198416	2173321	Africa
Mali	30833	+18	732	N/A	29893	+3	208	N/A	1446	34	666574	31269	21317411	Africa
Haiti	30690	N/A	835	N/A	29520	N/A	335	N/A	2633	72	132422	11360	11656845	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	330973	1013	150753	1755882	85856	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2122	13	604310	47569	12703894	Africa
Somalia	26485	N/A	1350	N/A	13182	N/A	11953	N/A	1586	81	400466	23974	16704050	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4176	67	347815	60317	5766483	Africa
Saint Lucia	23394	N/A	368	N/A	22815	N/A	211	N/A	126343	1987	143281	773810	185163	North America
Timor-Leste	22867	+4	130	N/A	22723	+1	14	N/A	16760	95	262493	192390	1364379	Asia
Cayman Islands	22223	N/A	27	N/A	8553	N/A	13643	1	331025	402	222773	3318333	67134	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	950	17	248995	11343	21951433	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2732	33	N/A	N/A	6768755	North America
Gibraltar	17837	N/A	102	N/A	16579	N/A	1156	N/A	529712	3029	534283	15866807	33673	Europe
South Sudan	17461	N/A	138	N/A	13514	N/A	3809	1	1527	12	381528	33368	11433834	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1751	12	N/A	N/A	9929452	Asia
Liechtenstein	17185	+14	84	N/A	16972	+2	129	1	448367	2192	102174	2665780	38328	Europe
San Marino	16437	N/A	115	N/A	15960	N/A	362	4	482561	3376	149271	4382332	34062	Europe
Equatorial Guinea	15907	N/A	183	N/A	15698	N/A	26	5	10696	123	310972	209091	1487259	Africa
Djibouti	15611	N/A	189	N/A	15411	N/A	11	N/A	15391	186	303924	299644	1014285	Africa
Solomon Islands	14786	N/A	141	N/A	13307	N/A	1338	2	20602	196	5117	7130	717690	Australia/Oceania
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2940	23	81294	16313	4983380	Africa
Grenada	14629	N/A	220	N/A	14029	N/A	380	4	128916	1939	149943	1321351	113477	North America
Bermuda	13488	N/A	131	N/A	12981	N/A	376	N/A	218051	2118	876273	14166109	61857	North America
Dominica	12161	+128	63	N/A	12025	+96	73	N/A	168172	871	191084	2642457	72313	North America
Gambia	11995	N/A	365	N/A	11591	N/A	39	N/A	4721	144	155686	61274	2540819	Africa
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210202	369	164926	2895979	56950	North America
Yemen	11818	N/A	2149	N/A	9009	N/A	660	23	381	69	265253	8549	31027427	Asia
Monaco	11770	+8	54	N/A	11573	+25	143	4	296093	1358	54960	1382607	39751	Europe
Saint Martin	10462	N/A	63	N/A	1399	N/A	9000	7	262390	1580	112382	2818569	39872	North America
Tonga	10196	N/A	11	N/A	8923	N/A	1262	N/A	94506	102	454376	4211592	107887	Australia/Oceania
Sint Maarten	10036	N/A	86	N/A	9878	N/A	72	10	229305	1965	62056	1417872	43767	North America
Eritrea	9734	N/A	103	N/A	9631	N/A	0	N/A	2677	28	23693	6516	3636219	Africa
Caribbean Netherlands	9729	N/A	34	N/A	9619	N/A	76	N/A	364806	1275	30126	1129626	26669	North America
Samoa	9592	N/A	19	N/A	1605	N/A	7968	4	47763	95	65949	328389	200826	Australia/Oceania
Niger	8941	+13	309	N/A	8524	+6	108	1	346	12	250347	9700	25808567	Africa
Guinea-Bissau	8202	N/A	171	N/A	7528	N/A	503	6	3995	83	134285	65407	2053070	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8965	177	N/A	N/A	903482	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	928	15	259958	31420	8273700	Africa
Antigua and Barbuda	7626	N/A	136	N/A	7443	N/A	47	1	76710	1368	18901	190126	99413	North America
Vanuatu	7480	+150	13	N/A	6726	N/A	741	3	23355	41	24976	77984	320272	Australia/Oceania
Liberia	7434	N/A	294	N/A	5747	N/A	1393	2	1409	56	139824	26506	5275091	Africa
Chad	7411	N/A	193	N/A	4874	N/A	2344	N/A	429	11	191341	11068	17287744	Africa
St. Vincent Grenadines	6786	+2	106	N/A	6641	N/A	39	N/A	60815	950	98941	886687	111585	North America
British Virgin Islands	6355	N/A	62	N/A	N/A	N/A	N/A	1	207687	2026	103049	3367724	30599	North America
Turks and Caicos	5963	N/A	36	N/A	5862	N/A	65	4	150296	907	488787	12319773	39675	North America
Sao Tome and Principe	5957	N/A	73	N/A	5880	N/A	4	N/A	26288	322	29036	128135	226604	Africa
Saint Kitts and Nevis	5562	N/A	43	N/A	5518	N/A	1	N/A	103216	798	65141	1208844	53887	North America
Cook Islands	5031	N/A	1	N/A	4733	N/A	297	N/A	285966	57	16607	943955	17593	Australia/Oceania
Palau	4610	N/A	6	N/A	3984	N/A	620	1	252575	329	46016	2521148	18252	Australia/Oceania
St. Barth	4544	N/A	6	N/A	N/A	N/A	N/A	N/A	457511	604	78646	7918445	9932	North America
Kiribati	3082	+1	13	N/A	2601	N/A	468	3	25097	106	N/A	N/A	122802	Australia/Oceania
Anguilla	2788	N/A	9	N/A	2766	N/A	13	4	182844	590	51382	3369753	15248	North America
Saint Pierre Miquelon	2701	N/A	1	N/A	2449	N/A	251	1	470394	174	23446	4083246	5742	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41732	643	20508	1885100	10879	Australia/Oceania
Montserrat	241	+25	2	N/A	176	+1	63	N/A	48219	400	10033	2007403	4998	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34925	N/A	8632	2355252	3665	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8076	665529	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	17	N/A	N/A	N/A	14	N/A	3	N/A	284	N/A	N/A	N/A	59921	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	624198	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	9	N/A	N/A	N/A	7	N/A	2	N/A	5468	N/A	N/A	N/A	1646	Australia/Oceania
Micronesia	7	+4	N/A	N/A	1	N/A	6	N/A	60	N/A	N/A	N/A	117229	Australia/Oceania
Nauru	5	+1	N/A	N/A	3	N/A	2	N/A	457	N/A	N/A	N/A	10949	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6110	Africa
