Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Sweden	2506607	+476	18908	N/A	2478293	+257	9406	9	245331	1851	18553837	1815935	10217236	Europe
Iraq	2326852	+126	25216	N/A	2300381	+145	1255	11	55516	602	18542103	442396	41912868	Asia
Serbia	2013983	+361	16055	+2	1989782	N/A	8146	11	232254	1851	9624550	1109912	8671455	Europe
Bangladesh	1953103	+22	29127	N/A	1900138	+241	23838	1259	11642	174	14065536	83842	167763080	Asia
Hungary	1914697	+4749	46446	+103	1830803	+9368	37448	21	199149	4831	11394556	1185154	9614406	Europe
Slovakia	1787657	+253	20069	+7	1763291	+734	4297	30	327134	3673	7131776	1305088	5464596	Europe
DPRK	1715950	+232890	62	+6	1024720	+205630	691168	N/A	66022	2	N/A	N/A	25990454	Asia
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163017	1352	16670254	1604006	10392886	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416426	4229	16920079	4256812	3974824	Asia
Ireland	1551835	+792	7244	+33	1505844	+1667	38747	24	307836	1437	12169068	2413965	5041112	Europe
Pakistan	1529469	+66	30378	N/A	1494141	N/A	4950	90	6681	133	28395922	124040	228925744	Asia
Norway	1430531	+358	3061	N/A	N/A	N/A	N/A	20	260066	556	11002430	2000204	5500654	Europe
Kazakhstan	1305660	+6	13661	N/A	1291834	+10	165	24	68012	712	11575012	602946	19197441	Asia
Singapore	1254113	+6442	1369	+2	1175996	+2781	76748	8	211253	231	23875083	4021720	5936536	Asia
Hong Kong	1209397	+329	9365	+4	N/A	N/A	N/A	5	158903	1230	44972952	5909000	7610924	Asia
Morocco	1166100	+116	16075	+1	1149241	+74	784	293	30906	426	11237010	297826	37730117	Africa
Bulgaria	1162724	+275	37071	+6	1036716	+10545	88937	51	169729	5411	9947973	1452155	6850492	Europe
Croatia	1132671	+773	15945	+1	1112824	+231	3902	11	279130	3929	4847711	1194649	4057855	Europe
Cuba	1104769	+62	8529	N/A	1095785	+70	455	23	97649	754	12920253	1142004	11313666	North America
Lebanon	1098124	N/A	10411	N/A	1085202	N/A	2511	186	162248	1538	4795578	708546	6768199	Asia
New Zealand	1070373	+9663	967	+30	1012754	+8023	56652	N/A	213985	193	7140588	1427518	5002100	Australia/Oceania
Finland	1069740	N/A	4284	N/A	N/A	N/A	N/A	21	192509	771	10832080	1949322	5556844	Europe
Lithuania	1061080	+177	9128	+1	1034061	+422	17891	8	400230	3443	9961963	3757564	2651176	Europe
Tunisia	1041789	N/A	28628	N/A	N/A	N/A	N/A	29	86453	2376	4607327	382342	12050287	Africa
Slovenia	1021144	+549	6627	+1	1006408	+1656	8109	9	491059	3187	2659485	1278923	2079473	Europe
Belarus	982867	N/A	6978	N/A	N/A	N/A	N/A	N/A	104079	739	13220483	1399956	9443501	Europe
Taiwan	980183	+84398	1176	+41	87305	+11473	891702	N/A	41016	49	16601305	694687	23897525	Asia
Nepal	979028	+6	11952	N/A	966929	+8	147	N/A	32506	397	5677107	188493	30118383	Asia
Bolivia	906462	+129	21943	N/A	864559	+379	19960	220	75720	1833	2705422	225992	11971295	South America
UAE	903382	+298	2302	N/A	887155	+353	13925	N/A	89318	228	159575272	15777263	10114256	Asia
Uruguay	902540	N/A	7213	N/A	892434	N/A	2893	18	258143	2063	6114822	1748950	3496282	South America
Costa Rica	877533	N/A	8472	N/A	848035	N/A	21026	38	169367	1635	4487906	866180	5181261	North America
Ecuador	872542	N/A	35610	N/A	N/A	N/A	N/A	759	48087	1963	2470170	136136	18144892	South America
Guatemala	854074	+794	17864	+22	833857	+616	2353	5	46076	964	4576496	246894	18536297	North America
Latvia	826506	+164	5811	+7	817754	+421	2941	6	447449	3146	7230804	3914571	1847151	Europe
Panama	817658	+3506	8211	+1	782104	+1792	27343	16	184074	1848	6073302	1367246	4441996	North America
Azerbaijan	792685	+5	9709	N/A	782934	+13	42	N/A	76882	942	6862217	665564	10310381	Asia
Saudi Arabia	761079	+602	9123	+2	745397	+556	6559	79	21242	255	42209730	1178074	35829452	Asia
Sri Lanka	663720	+31	16511	N/A	646928	+3	281	N/A	30754	765	6486117	300541	21581441	Asia
Paraguay	649929	N/A	18881	N/A	624673	N/A	6375	2	89072	2588	2633737	360951	7296662	South America
Kuwait	632474	+400	2555	N/A	629392	+278	527	3	144108	582	8088043	1842850	4388877	Asia
Myanmar	613182	+14	19434	N/A	592130	+7	1618	N/A	11130	353	8110213	147209	55093113	Asia
Palestine	582246	N/A	5355	N/A	576764	N/A	127	17	109373	1006	3078533	578291	5323502	Asia
Dominican Republic	580661	N/A	4377	N/A	575748	N/A	536	1	52540	396	3310374	299535	11051698	North America
Bahrain	579410	+562	1480	+1	572735	+753	5195	4	319708	817	9800264	5407612	1812309	Asia
Estonia	575046	N/A	2561	N/A	516588	N/A	55897	4	432949	1928	3357306	2527700	1328206	Europe
Venezuela	523149	+30	5714	+1	516328	+44	1107	230	18496	202	3359014	118756	28285032	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128719	2861	3216305	800793	4016402	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4867	232	3693367	34860	105949512	Africa
Libya	501904	N/A	6430	N/A	490973	N/A	4501	101	71229	913	2477219	351562	7046322	Africa
Cyprus	477711	N/A	1032	N/A	124370	N/A	352309	60	390343	843	9477138	7743873	1223824	Asia
Ethiopia	471089	+49	7512	N/A	455808	+2	7769	6	3916	62	4850839	40324	120296327	Africa
Mongolia	469885	N/A	2179	N/A	313256	N/A	154450	192	139135	645	4030048	1193318	3377178	Asia
Honduras	424771	+324	10896	N/A	132401	N/A	281474	105	41646	1068	1369816	134300	10199682	North America
Armenia	422917	N/A	8623	N/A	412071	N/A	2223	N/A	142223	2900	3078174	1035161	2973618	Asia
Réunion	411363	N/A	770	N/A	403795	N/A	6798	10	453401	849	1603660	1767543	907282	Africa
Oman	389460	+13	4260	N/A	384636	+18	564	3	72799	796	25000000	4673042	5349834	Asia
Bosnia and Herzegovina	377648	+42	15783	N/A	N/A	N/A	N/A	N/A	116465	4867	1770155	545906	3242601	Europe
Qatar	366603	+126	677	N/A	364919	+140	1007	1	130566	241	3497554	1245654	2807805	Asia
Kenya	324097	+26	5649	N/A	318205	+13	243	N/A	5789	101	3640462	65020	55989527	Africa
Zambia	320680	N/A	3983	N/A	316139	N/A	558	1	16574	206	3454966	178569	19348029	Africa
North Macedonia	311038	+96	9293	N/A	301202	+88	543	N/A	149307	4461	2040024	979268	2083214	Europe
Botswana	306614	N/A	2692	N/A	303619	N/A	303	1	125633	1103	2026898	830506	2440557	Africa
Albania	275732	+44	3497	N/A	271975	+13	260	2	96010	1218	1819846	633671	2871911	Europe
Algeria	265834	+6	6875	N/A	178376	+2	80583	6	5864	152	230861	5092	45334183	Africa
Nigeria	255889	+30	3143	N/A	249961	+18	2785	11	1186	15	5152011	23884	215707431	Africa
Zimbabwe	250007	+259	5486	+2	242654	+73	1867	12	16374	359	2299078	150579	15268214	Africa
Luxembourg	244182	N/A	1073	N/A	235939	N/A	7170	N/A	378545	1663	4248188	6585787	645054	Europe
Uzbekistan	238842	+18	1637	N/A	237057	+38	148	23	6948	48	1377915	40082	34377819	Asia
Montenegro	236489	+75	2719	N/A	233163	+61	607	6	376446	4328	2467858	3928365	628215	Europe
Mozambique	225539	+20	2201	N/A	223228	+4	110	13	6856	67	1321360	40169	32895133	Africa
China	222370	+240	5217	+3	211948	+391	5205	301	154	4	160000000	111163	1439323776	Asia
Laos	209553	+51	754	N/A	N/A	N/A	N/A	N/A	28040	101	1232128	164870	7473324	Asia
Kyrgyzstan	200993	N/A	2991	N/A	196406	N/A	1596	131	29884	445	1907195	283563	6725815	Asia
Iceland	186969	+152	153	+8	N/A	N/A	N/A	N/A	541324	443	1925385	5574492	345392	Europe
Maldives	179560	N/A	298	N/A	163687	N/A	15575	25	321575	534	2213831	3964767	558376	Asia
Afghanistan	179483	+67	7691	N/A	162489	+198	9303	1124	4424	190	954693	23532	40570241	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3387	74	2612795	53932	48445687	Africa
El Salvador	162089	N/A	4130	N/A	150662	N/A	7297	8	24756	631	1950448	297891	6547515	North America
Ghana	161325	N/A	1445	N/A	159826	N/A	54	1	4996	45	2445003	75725	32287720	Africa
Namibia	160640	+202	4031	+1	153662	N/A	2947	N/A	61147	1534	1022171	389088	2627094	Africa
Trinidad and Tobago	156327	+434	3883	+2	143487	+717	8957	18	111030	2758	732410	520186	1407977	North America
Martinique	153253	N/A	926	N/A	104	N/A	152223	8	408980	2471	828928	2212126	374720	North America
Brunei	145521	+300	221	N/A	143477	+182	1823	N/A	326774	496	717784	1611817	445326	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350104	2134	938039	2343621	400252	North America
Cambodia	136262	N/A	3056	N/A	133198	+1	8	N/A	7944	178	2962730	172730	17152397	Asia
Jamaica	133250	+147	3013	+2	85512	+118	44725	N/A	44634	1009	1045536	350219	2985379	North America
Rwanda	129934	+7	1459	N/A	45522	N/A	82953	N/A	9587	108	5363494	395728	13553476	Africa
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4311	69	1751774	63051	27783297	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2852	55	1499795	43122	34780503	Africa
Malta	93758	+76	716	+2	90498	+160	2544	4	211288	1614	1908998	4302006	443746	Europe
DRC	87633	N/A	1338	N/A	50930	N/A	35365	N/A	926	14	846704	8945	94659629	Africa
Senegal	86055	+4	1966	N/A	84069	+5	20	N/A	4898	112	1084267	61711	17570187	Africa
Malawi	85898	+3	2637	N/A	82713	+1	548	67	4283	131	579859	28913	20055632	Africa
Ivory Coast	82020	+12	799	N/A	81197	+12	24	N/A	2972	29	1512972	54815	27601507	Africa
French Guiana	81784	N/A	397	N/A	11254	N/A	70133	1	261141	1268	631628	2016827	313179	South America
Suriname	80240	N/A	1339	N/A	49466	N/A	29435	N/A	134523	2245	236652	396748	596479	South America
Barbados	77767	+403	435	+1	73283	+788	4049	N/A	269992	1510	675234	2344286	288034	North America
Channel Islands	75561	N/A	174	N/A	74803	N/A	584	N/A	427224	984	1252808	7083414	176865	Europe
French Polynesia	72847	+11	649	N/A	N/A	N/A	N/A	7	256549	2286	N/A	N/A	283950	Australia/Oceania
Eswatini	71934	+67	1403	N/A	69818	+13	713	11	60824	1186	1022792	864818	1182667	Africa
Fiji	64824	+8	862	N/A	62875	N/A	1087	N/A	71344	949	520560	572917	908614	Australia/Oceania
Madagascar	64276	N/A	1393	N/A	59370	N/A	3513	6	2215	48	435827	15016	29024097	Africa
Guyana	64020	+94	1228	N/A	62346	+12	446	N/A	80664	1547	615100	775015	793662	South America
Sudan	62211	+16	4937	+1	N/A	N/A	N/A	N/A	1359	108	562941	12300	45766597	Africa
New Caledonia	61514	+452	312	N/A	60620	+281	582	9	211650	1073	98964	340504	290640	Australia/Oceania
Bhutan	59574	N/A	21	N/A	59509	N/A	44	N/A	75647	27	2303734	2925287	787524	Asia
Mauritania	58920	+11	982	N/A	57726	+8	212	N/A	12077	201	820657	168218	4878521	Africa
Belize	58215	+80	677	+1	56834	+26	704	6	141591	1647	553202	1345506	411148	North America
Cabo Verde	56127	N/A	401	N/A	55640	N/A	86	23	98937	707	400982	706827	567299	Africa
Syria	55873	+1	3150	N/A	52558	+16	165	N/A	3054	172	146269	7994	18296802	Asia
Gabon	47608	N/A	304	N/A	47297	N/A	7	N/A	20485	131	1594523	686086	2324087	Africa
Papua New Guinea	44394	N/A	651	N/A	43726	+4	17	7	4792	70	249149	26893	9264460	Australia/Oceania
Seychelles	43235	N/A	167	N/A	42553	N/A	515	N/A	434575	1679	N/A	N/A	99488	Africa
Curaçao	43017	N/A	275	N/A	42203	N/A	539	3	260157	1663	496693	3003889	165350	North America
Andorra	42572	+416	153	N/A	41757	+736	662	14	549337	1974	249838	3223841	77497	Europe
Burundi	41530	N/A	38	N/A	N/A	N/A	N/A	N/A	3308	3	345742	27541	12553886	Africa
Mauritius	37912	+11	996	N/A	36255	N/A	661	N/A	29718	781	358675	281155	1275721	Africa
Mayotte	37523	N/A	187	N/A	2964	N/A	34372	N/A	131594	656	176919	620459	285142	Africa
Togo	37029	+3	273	N/A	36736	+2	20	N/A	4285	32	736781	85255	8642092	Africa
Guinea	36597	N/A	442	N/A	36113	N/A	42	8	2652	32	660107	47834	13799838	Africa
Aruba	35693	N/A	213	N/A	35199	N/A	281	N/A	331673	1979	177885	1652976	107615	North America
Tanzania	35354	N/A	840	N/A	N/A	N/A	N/A	7	562	13	N/A	N/A	62920125	Africa
Faeroe Islands	34658	N/A	28	N/A	N/A	N/A	N/A	5	704273	569	778000	15809473	49211	Europe
Bahamas	34011	+22	801	N/A	32539	+13	671	N/A	84967	2001	233473	583270	400283	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15138	321	431221	198348	2174063	Africa
Mali	31041	+18	734	N/A	30128	+12	179	N/A	1454	34	677372	31737	21343014	Africa
Haiti	30725	N/A	835	N/A	29619	N/A	271	N/A	2634	72	132422	11354	11662920	North America
Isle of Man	28416	N/A	105	N/A	26794	N/A	1517	N/A	330896	1223	150753	1755473	85876	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2119	13	604310	47517	12717823	Africa
Somalia	26521	+3	1350	N/A	13182	N/A	11989	N/A	1586	81	400466	23946	16723508	Africa
Saint Lucia	24655	+141	368	N/A	23503	+68	784	1	133127	1987	143281	773660	185199	North America
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4171	67	347815	60254	5772438	Africa
Cayman Islands	23578	N/A	28	N/A	8553	N/A	14997	1	351030	417	222773	3316654	67168	North America
Timor-Leste	22890	N/A	131	N/A	22748	N/A	11	N/A	16763	96	265125	194163	1365478	Asia
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	949	17	248995	11330	21976584	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2730	33	N/A	N/A	6772199	North America
Solomon Islands	18174	N/A	146	N/A	16357	N/A	1671	2	25297	203	5117	7122	718428	Australia/Oceania
Gibraltar	18129	N/A	102	N/A	16579	N/A	1448	N/A	538400	3029	534283	15867278	33672	Europe
South Sudan	17551	+1	138	N/A	13514	N/A	3899	1	1534	12	392400	34302	11439570	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1749	12	N/A	N/A	9938840	Asia
Liechtenstein	17376	+15	84	N/A	17232	+5	60	N/A	453291	2191	102174	2665432	38333	Europe
Grenada	16918	+134	222	+1	15327	+449	1369	4	149057	1956	160339	1412678	113500	North America
San Marino	16852	N/A	115	N/A	16454	N/A	283	4	494701	3376	152231	4468839	34065	Europe
Equatorial Guinea	15910	N/A	183	N/A	15704	+3	23	5	10683	123	320949	215506	1489284	Africa
Djibouti	15631	N/A	189	N/A	15427	N/A	15	N/A	15401	186	305941	301446	1014913	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2937	23	81294	16301	4987055	Africa
Bermuda	14442	+307	137	+2	13945	+281	360	N/A	233512	2215	903163	14603182	61847	North America
Dominica	13116	N/A	63	N/A	12465	N/A	588	N/A	181358	871	196777	2720883	72321	North America
Samoa	12051	N/A	24	N/A	1605	N/A	10422	4	59990	119	93905	467459	200884	Australia/Oceania
Monaco	12035	N/A	54	N/A	11922	N/A	59	4	302668	1358	54960	1382189	39763	Europe
Gambia	11999	N/A	365	N/A	11591	N/A	43	N/A	4717	143	155686	61202	2543798	Africa
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210187	369	164926	2895776	56954	North America
Yemen	11819	N/A	2149	N/A	9009	N/A	661	23	381	69	265253	8541	31056210	Asia
Tonga	11394	+46	11	N/A	10693	+179	690	N/A	105560	102	535009	4956587	107939	Australia/Oceania
Saint Martin	10602	N/A	63	N/A	1399	N/A	9140	7	265708	1579	112382	2816521	39901	North America
Sint Maarten	10189	N/A	86	N/A	10068	N/A	35	10	232689	1964	62056	1417192	43788	North America
Caribbean Netherlands	9986	N/A	35	N/A	9886	N/A	65	N/A	374288	1312	30126	1129160	26680	North America
Eritrea	9751	N/A	103	N/A	9633	N/A	15	N/A	2680	28	23693	6512	3638365	Africa
Niger	9031	+18	310	N/A	8628	+49	93	1	349	12	254538	9848	25847107	Africa
Vanuatu	8612	+104	14	N/A	8240	+44	358	N/A	26863	44	24976	77907	320586	Australia/Oceania
Guinea-Bissau	8240	+18	171	N/A	8011	+1	58	6	4010	83	137045	66685	2055108	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8957	177	N/A	N/A	904294	Africa
Antigua and Barbuda	7855	+60	138	+1	7556	+20	161	1	78986	1388	18901	190059	99448	North America
Sierra Leone	7682	N/A	125	N/A	N/A	N/A	N/A	N/A	928	15	259958	31393	8280804	Africa
Liberia	7452	N/A	294	N/A	5747	N/A	1411	2	1411	56	139824	26480	5280302	Africa
Chad	7415	N/A	193	N/A	4874	N/A	2348	N/A	428	11	191341	11055	17308432	Africa
St. Vincent Grenadines	6818	+17	106	N/A	6641	N/A	71	N/A	61093	950	99236	889211	111600	North America
British Virgin Islands	6573	N/A	62	N/A	N/A	N/A	N/A	1	214748	2026	103637	3385945	30608	North America
Turks and Caicos	6097	+51	36	N/A	6026	+63	35	4	153585	907	512050	12898635	39698	North America
Sao Tome and Principe	5973	N/A	73	N/A	5897	N/A	3	N/A	26338	322	29036	128035	226782	Africa
Saint Kitts and Nevis	5626	+4	43	N/A	5556	N/A	27	N/A	104371	798	70707	1311721	53904	North America
Cook Islands	5508	+65	1	N/A	5401	+60	106	N/A	313061	57	17835	1013698	17594	Australia/Oceania
Palau	4936	N/A	6	N/A	4200	N/A	730	1	270377	329	50415	2761558	18256	Australia/Oceania
St. Barth	4611	N/A	6	N/A	N/A	N/A	N/A	N/A	464210	604	78646	7917648	9933	North America
Anguilla	3116	N/A	9	N/A	3042	N/A	65	4	204274	590	51382	3368428	15254	North America
Kiribati	3098	+4	13	N/A	2602	N/A	483	3	25211	106	N/A	N/A	122882	Australia/Oceania
Saint Pierre Miquelon	2739	N/A	1	N/A	2449	N/A	289	1	477095	174	23687	4125936	5741	North America
Falkland Islands	1512	+386	N/A	N/A	N/A	N/A	N/A	N/A	411989	N/A	8632	2352044	3670	South America
Montserrat	861	+67	4	N/A	552	+124	305	N/A	172269	800	11827	2366347	4998	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41766	644	20508	1886661	10870	Australia/Oceania
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8072	665916	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	17	N/A	N/A	N/A	14	N/A	3	N/A	284	N/A	N/A	N/A	59938	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	624842	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	9	N/A	N/A	N/A	9	N/A	0	N/A	5464	N/A	N/A	N/A	1647	Australia/Oceania
Nauru	8	N/A	N/A	N/A	5	N/A	3	N/A	730	N/A	N/A	N/A	10952	Australia/Oceania
Micronesia	7	N/A	N/A	N/A	1	N/A	6	N/A	60	N/A	N/A	N/A	117282	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6111	Africa
