Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop 	Population	Continent
USA	83567707	+31143	1024525	+87	80930086	+19355	1613096	1713	249765	3062	1011322441	3022610	334585863	North America
India	43102508	+3765	524064	+40	42557495	+3079	20949	698	30677	373	840693082	598336	1405050791	Asia
Brazil	30558530	+14622	664179	+36	29617164	+4342	277187	8318	141903	3084	63776166	296153	215348771	South America
France	28928097	+37958	146670	+62	27624416	+86540	1157011	1408	441380	2238	269816888	4116819	65540141	Europe
Germany	25337996	+48406	136914	+102	23206000	+70500	1995082	1279	300646	1625	122332384	1451525	84278500	Europe
UK	22114034	N/A	176212	N/A	21456172	N/A	481650	253	322624	2571	519264096	7575595	68544332	Europe
Russia	18222219	+5500	376828	+132	17596716	+8649	248675	2300	124767	2580	273400000	1871962	146049974	Europe
S. Korea	17504334	+39552	23289	+83	N/A	N/A	N/A	419	340879	454	15804065	307768	51350635	Asia
Italy	16768194	+40943	164417	+113	15471992	+55691	1131785	355	278090	2727	215865197	3579990	60297717	Europe
Turkey	15041899	+1661	98837	+11	14939893	+1843	3169	975	174877	1149	159752683	1857279	86014381	Asia
Spain	12009059	N/A	104869	N/A	11467015	N/A	437175	339	256669	2241	471036328	10067416	46788207	Europe
Vietnam	10673915	+3345	43055	N/A	9318525	+2288	1312335	473	107866	435	85805012	867108	98955379	Asia
Argentina	9083673	N/A	128653	N/A	8895999	N/A	59021	372	197637	2799	35716069	777089	45961382	South America
Netherlands	8059182	+1482	22274	+4	7925872	N/A	111036	52	468425	1295	21107399	1226828	17204861	Europe
Japan	8023895	+23615	29761	+35	7678842	+48533	315292	165	63802	237	49380167	392648	125761807	Asia
Iran	7224701	+270	141165	+8	7002258	+2549	81278	916	84030	1642	50914586	592185	85977471	Asia
Australia	6213812	+44953	7495	+41	5874822	+40147	331495	131	238570	288	69899724	2683698	26046051	Australia/Oceania
Colombia	6093645	N/A	139809	N/A	5927076	N/A	26760	342	117447	2695	34560302	666106	51884064	South America
Indonesia	6048204	+218	156371	+14	5885406	+307	6427	2771	21689	561	96169440	344863	278862930	Asia
Poland	6000217	+704	116138	+14	5334901	+52	549178	1125	158862	3075	36155458	957251	37770097	Europe
Mexico	5740080	N/A	324350	N/A	5039624	N/A	376106	4798	43673	2468	15801675	120226	131433414	North America
Ukraine	5002870	N/A	108411	N/A	N/A	N/A	N/A	177	115676	2507	19521252	451371	43248837	Europe
Malaysia	4456736	+1372	35579	+3	4397881	+6791	23276	86	134517	1074	58902021	1777826	33131486	Asia
Thailand	4316769	+8450	29037	+58	4193895	+12224	93837	1496	61560	414	17270775	246292	70123303	Asia
Austria	4177928	+5168	18242	+14	4090144	+5981	69542	78	459049	2004	184069396	20224595	9101265	Europe
Israel	4090380	+2495	10741	N/A	4052605	N/A	27034	150	438600	1152	41373364	4436346	9326000	Asia
Belgium	4088336	N/A	31552	N/A	3884238	+23093	172546	124	349947	2701	33714218	2885815	11682736	Europe
Portugal	3935932	N/A	22420	N/A	N/A	N/A	N/A	61	388089	2211	41541745	4096079	10141831	Europe
Czechia	3912123	+792	40216	+6	3861786	+1699	10121	22	364066	3743	55271340	5143598	10745656	Europe
South Africa	3835902	+8524	100516	+11	3676810	+3540	58576	192	63206	1656	24654271	406239	60689034	Africa
Canada	3789517	+2164	39740	+24	3479683	+2820	270094	468	98806	1036	61161915	1594708	38353046	North America
Philippines	3686866	+173	60439	N/A	3622124	+387	4303	289	32838	538	29696061	264498	112273356	Asia
Switzerland	3619035	N/A	13865	N/A	3507621	+6990	97549	69	412592	1581	20851897	2377242	8771464	Europe
Chile	3576139	+3322	57629	+15	3443056	+4415	75454	175	184156	2968	37312893	1921451	19419125	South America
Peru	3569326	+300	212933	+20	N/A	N/A	N/A	272	105540	6296	30039358	888221	33819679	South America
Greece	3358584	+4698	29369	+20	3256621	+8348	72594	210	325158	2843	80528322	7796268	10329086	Europe
Denmark	2971655	+846	6234	+8	2952814	+1206	12607	6	509730	1069	127282729	21832911	5829856	Europe
Romania	2898848	+590	65560	+6	2606660	N/A	226628	169	152564	3450	22827291	1201383	19000844	Europe
Sweden	2503090	N/A	18791	N/A	2472416	N/A	11883	16	245028	1839	18534055	1814304	10215519	Europe
Iraq	2325522	+55	25213	N/A	2298995	+129	1314	10	55517	602	18496907	441579	41888147	Asia
Serbia	2009677	+428	16024	+5	1981836	+983	11817	24	231732	1848	9537555	1099758	8672412	Europe
Bangladesh	1952776	+10	29127	N/A	1897263	+217	26386	1273	11643	174	14007248	83517	167718285	Asia
Hungary	1903200	N/A	46266	N/A	1808061	N/A	48873	40	197939	4812	11355462	1181006	9615074	Europe
Slovakia	1784899	+489	19968	+7	1753692	+1443	11239	41	326634	3654	7112210	1301524	5464524	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163060	1352	16670254	1604433	10390120	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416404	4229	16920079	4256588	3975033	Asia
Pakistan	1528690	+36	30372	N/A	1494141	N/A	4177	105	6681	133	28228518	123372	228808361	Asia
Ireland	1523568	+1205	7131	N/A	1474040	N/A	42397	35	302319	1415	12101379	2401255	5039605	Europe
Norway	1427956	+166	3006	N/A	N/A	N/A	N/A	20	259652	547	11002430	2000625	5499497	Europe
Kazakhstan	1305584	+11	13661	N/A	1291359	+107	564	24	68030	712	11575012	603138	19191306	Asia
Singapore	1215499	+3162	1350	+4	1147296	N/A	66853	5	204792	227	23767171	4004389	5935281	Asia
Hong Kong	1206319	+278	9344	N/A	N/A	N/A	N/A	5	158533	1228	44972952	5910289	7609264	Asia
Morocco	1165206	+55	16070	N/A	1148856	+76	280	293	30892	426	11237010	297920	37718167	Africa
Bulgaria	1159150	+201	36966	+1	989234	+205	132950	78	169172	5395	9883745	1442480	6851913	Europe
Croatia	1127336	+835	15881	+7	1106025	+765	5430	16	277769	3913	4810816	1185355	4058543	Europe
Cuba	1103876	+123	8527	N/A	1094698	+144	651	23	97569	754	12920253	1141985	11313854	North America
Lebanon	1097492	+102	10398	+2	1083698	+244	3396	186	162134	1536	4795578	708459	6769030	Asia
Lithuania	1059561	+196	9118	+2	1029136	+710	21307	20	399502	3438	8262024	3115152	2652206	Europe
Finland	1052767	N/A	4150	N/A	46000	N/A	1002617	21	189462	747	10773620	1938884	5556609	Europe
Tunisia	1040712	N/A	28566	N/A	N/A	N/A	N/A	29	86388	2371	4584296	380537	12046910	Africa
Slovenia	1015458	+749	6611	+3	997423	+1050	11424	18	488327	3179	2651574	1275123	2079465	Europe
New Zealand	984218	+6838	808	+11	930155	+7119	53255	N/A	196761	162	7099152	1419234	5002100	Australia/Oceania
Belarus	982331	+493	6969	+3	928536	N/A	46826	N/A	104021	738	13202907	1398082	9443585	Europe
Nepal	978925	+11	11952	N/A	966768	+21	205	N/A	32518	397	5652267	187758	30104047	Asia
Bolivia	905355	+83	21925	+1	861403	+474	22027	220	75655	1832	2705422	226075	11966944	South America
UAE	900026	+191	2302	N/A	883975	+235	13749	N/A	89015	228	157058072	15533399	10110992	Asia
Uruguay	899723	N/A	7210	N/A	888557	N/A	3956	18	257361	2062	6091188	1742354	3495954	South America
Ecuador	870526	N/A	35598	N/A	N/A	N/A	N/A	759	47996	1963	2470170	136191	18137568	South America
Costa Rica	857290	N/A	8421	N/A	836721	N/A	12148	42	165500	1626	4291131	828405	5179991	North America
Guatemala	849417	+610	17698	+15	829325	+516	2394	5	45847	955	4495103	242621	18527230	North America
Latvia	824046	N/A	5789	N/A	812244	N/A	6013	7	445981	3133	7196647	3894886	1847717	Europe
Azerbaijan	792618	+11	9709	N/A	782849	+3	60	N/A	76894	942	6832323	662825	10307886	Asia
Panama	786856	+2672	8192	+1	766098	+871	12566	16	177214	1845	5931178	1335809	4440139	North America
Saudi Arabia	755076	+234	9099	N/A	742451	+103	3526	55	21083	254	41966629	1171773	35814628	Asia
Sri Lanka	663533	+13	16509	+2	646141	+3	883	N/A	30749	765	6486117	300576	21578994	Asia
Paraguay	649718	N/A	18872	N/A	624673	N/A	6173	2	89072	2587	2633737	361069	7294269	South America
Kuwait	631701	N/A	2555	N/A	628486	N/A	660	3	143989	582	8038329	1832244	4387151	Asia
Myanmar	613049	+32	19434	N/A	591947	+19	1668	N/A	11130	353	8016849	145541	55083164	Asia
Palestine	581940	N/A	5353	N/A	576242	N/A	345	17	109382	1006	3078533	578644	5320253	Asia
Dominican Republic	579743	N/A	4376	N/A	574987	N/A	380	1	52471	396	3288872	297670	11048728	North America
Estonia	572434	N/A	2548	N/A	511857	N/A	58029	3	430991	1918	3329716	2506973	1328182	Europe
Bahrain	572082	+641	1477	N/A	566702	+350	3903	1	315948	816	9746082	5382542	1810684	Asia
Venezuela	522672	+47	5709	N/A	515899	+19	1064	230	18477	202	3359014	118747	28287224	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128711	2860	3216305	800742	4016657	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4869	232	3693367	34877	105896697	Africa
Libya	501904	N/A	6430	N/A	490973	N/A	4501	101	71255	913	2477219	351689	7043769	Africa
Cyprus	477711	+3444	1032	+12	124370	N/A	352309	60	390419	843	9477138	7745392	1223584	Asia
Ethiopia	470730	+26	7510	N/A	455724	N/A	7496	4	3916	62	4810790	40017	120218287	Africa
Mongolia	469885	N/A	2179	N/A	313256	N/A	154450	192	139195	645	4030048	1193828	3375735	Asia
Honduras	423879	N/A	10895	N/A	132358	N/A	280626	105	41576	1069	1359869	133381	10195375	North America
Armenia	422877	N/A	8622	N/A	412026	N/A	2229	N/A	142217	2900	3059332	1028877	2973467	Asia
