Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	83187528	+46783	1021241	+164	80757358	+37028	1408929	1550	248648	3052	1006918888	3009686	334559397	North America
India	43085166	+2664	523889	+20	42541887	+2911	19390	698	30669	373	838208698	596647	1404865590	Asia
Brazil	30460997	+6507	663657	+90	29554308	+21269	243032	8318	141463	3082	63776166	296181	215328161	South America
France	28690748	+8737	146142	+180	27017667	+190730	1526939	1557	437772	2230	266484045	4066089	65538174	Europe
Germany	24791190	+20595	135947	+34	22469200	+113200	2186043	1446	294171	1613	122332384	1451588	84274849	Europe
UK	22067039	+6819	175217	+102	21264128	+53720	627694	302	321961	2556	517337635	7548025	68539470	Europe
Russia	18195608	+6207	376167	+136	17556220	+7502	263221	2300	124586	2576	273400000	1871973	146049122	Europe
S. Korea	17295733	+20084	22958	+83	N/A	N/A	N/A	461	336820	447	15804065	307771	51350034	Asia
Italy	16524197	+19234	163736	+124	15155021	+45512	1205440	368	274038	2715	214183728	3552032	60298927	Europe
Turkey	15034917	+1344	98791	+8	14931490	+1402	4636	975	174821	1149	159230999	1851480	86001990	Asia
Spain	11939148	+14332	104615	+53	11432538	+14369	401995	339	255176	2236	471036328	10067469	46787961	Europe
Vietnam	10656649	+3123	43044	+2	9265456	+1090	1348149	475	107704	435	85800783	867170	98943426	Asia
Argentina	9083673	N/A	128653	N/A	8895999	N/A	59021	372	197661	2799	35716069	777184	45955722	South America
Netherlands	8051292	+1273	22256	+3	7875675	+38695	153361	70	467980	1294	21107399	1226865	17204344	Europe
Japan	7901933	+25425	29601	+34	7479421	+40318	392911	164	62830	235	48810804	388105	125767073	Asia
Iran	7223005	+697	141114	+18	6989358	+2842	92533	1038	84025	1642	50914586	592286	85962785	Asia
Colombia	6092667	N/A	139797	N/A	5926476	N/A	26394	342	117445	2695	34465052	664365	51876660	South America
Indonesia	6047208	+168	156287	+14	5883664	+371	7257	2771	21688	561	95693154	343203	278823441	Asia
Poland	5996935	+188	116055	N/A	5334736	+25	546144	1321	158772	3073	36104936	955899	37770661	Europe
Australia	5992148	+31304	7270	+39	5658513	+33823	326365	135	230095	279	69443660	2666601	26042010	Australia/Oceania
Mexico	5740080	+400	324350	+16	5039624	+723	376106	4798	43679	2468	15801675	120243	131414920	North America
Ukraine	5002870	+299	108411	+1	N/A	N/A	N/A	177	115667	2506	19521252	451333	43252408	Europe
Malaysia	4450859	+1352	35555	+5	4378864	+6074	36440	66	134362	1073	58808233	1775299	33125821	Asia
Thailand	4271815	+9331	28704	+84	4114046	+21168	129065	1496	60921	409	17270775	246300	70120917	Asia
Austria	4149004	+4098	18170	+9	4055726	+6250	75108	90	455906	1997	183157777	20125981	9100564	Europe
Israel	4080487	+2624	10698	N/A	4048807	+2697	20982	220	437539	1147	41373364	4436346	9326000	Asia
Belgium	4071279	+4057	31494	+12	3819609	+15386	220176	131	348507	2696	33643042	2879892	11682049	Europe
Czechia	3906113	+397	40173	+6	3853978	+2015	11962	23	363515	3739	55211168	5138128	10745386	Europe
Portugal	3853800	N/A	22280	N/A	N/A	N/A	N/A	61	379975	2197	41336850	4075714	10142236	Europe
South Africa	3798413	+2650	100370	+7	3651665	+1550	46378	192	62599	1654	24505584	403857	60678820	Africa
Canada	3756272	+4946	39292	+32	3459763	+2391	257217	468	97951	1025	60943345	1589196	38348530	North America
Philippines	3686082	+188	60410	+13	3620369	+838	5303	289	32837	538	29599478	263684	112253430	Asia
Switzerland	3617001	+983	13862	+1	3477036	+5967	126103	87	412401	1581	20767523	2367857	8770600	Europe
Peru	3566523	+684	212865	+24	N/A	N/A	N/A	293	105477	6295	29886697	883871	33813403	South America
Chile	3562521	+1505	57541	+2	3424636	+5249	80344	209	183475	2963	37084042	1909886	19416886	South America
Greece	3331288	+2665	29205	+30	3230438	+7343	71645	235	322494	2827	79941425	7738930	10329778	Europe
Denmark	2967388	+717	6183	+13	2944379	+1130	16826	8	509023	1061	127233608	21825523	5829579	Europe
Romania	2894896	+528	65496	+3	2606660	N/A	222740	191	152342	3447	22725764	1195930	19002587	Europe
Sweden	2500917	N/A	18739	N/A	2470701	+756	11477	21	244836	1835	18513445	1812439	10214660	Europe
Iraq	2325247	+72	25211	N/A	2298174	+218	1862	15	55527	602	18482865	441374	41875787	Asia
Serbia	2007091	+396	16004	+5	1977662	+976	13425	21	231421	1845	9497175	1095041	8672891	Europe
Bangladesh	1952726	+10	29127	N/A	1896001	+304	27598	1297	11644	174	13995586	83458	167695887	Asia
Hungary	1903200	+2183	46266	+65	1808061	+3766	48873	40	197932	4812	11355462	1180965	9615407	Europe
Slovakia	1781842	+150	19931	+14	1745341	+1251	16570	70	326077	3647	7094321	1298259	5464488	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163082	1352	16670254	1604647	10388738	Asia
Georgia	1655221	+51	16811	+1	1637293	+95	1117	N/A	416393	4229	16920079	4256477	3975137	Asia
Pakistan	1528518	+40	30372	+1	1494141	N/A	4005	111	6682	133	28192123	123244	228749669	Asia
Ireland	1518805	+784	7087	N/A	1461810	+3747	49908	41	301419	1406	12063637	2394124	5038852	Europe
Norway	1426491	+363	2932	N/A	N/A	N/A	N/A	20	259413	533	11002430	2000835	5498919	Europe
Kazakhstan	1305548	+5	13660	N/A	1291089	+11	799	24	68039	712	11575012	603235	19188238	Asia
Hong Kong	1204793	+283	9318	+5	N/A	N/A	N/A	5	158350	1225	44972952	5910934	7608434	Asia
Singapore	1200976	+1336	1338	+2	1140531	+2561	59107	6	202367	225	23767171	4004812	5934653	Asia
Morocco	1164984	+11	16069	N/A	1148556	+53	359	293	30891	426	11237010	297968	37712192	Africa
Bulgaria	1157199	+228	36920	+2	978533	+239	141746	77	168869	5388	9855728	1438242	6852623	Europe
Croatia	1123029	+47	15843	+8	1102510	+811	4676	15	276684	3903	4790822	1180329	4058887	Europe
Cuba	1103286	+155	8527	N/A	1093878	+171	881	23	97516	754	12920253	1141976	11313948	North America
Lebanon	1097085	+41	10391	+4	1081770	N/A	4924	186	162064	1535	4795578	708415	6769446	Asia
Lithuania	1058545	+113	9106	+7	1024801	+694	24638	34	399041	3433	8251467	3110567	2652721	Europe
Tunisia	1040193	N/A	28550	N/A	N/A	N/A	N/A	29	86357	2370	4572976	379651	12045222	Africa
Finland	1023013	N/A	3939	N/A	46000	N/A	973074	24	184111	709	10720282	1929326	5556492	Europe
Slovenia	1010798	+242	6595	+2	991304	+397	12899	22	486086	3171	2646952	1272902	2079462	Europe
Belarus	980828	+148	6951	+2	928536	N/A	45341	N/A	103861	736	13171246	1394723	9443628	Europe
Nepal	978836	+8	11951	N/A	966674	+18	211	N/A	32523	397	5642144	187466	30096878	Asia
New Zealand	943428	+6731	713	+6	889320	+5727	53395	N/A	188606	143	7081425	1415690	5002100	Australia/Oceania
Bolivia	905074	+33	21923	N/A	859142	+222	24009	220	75645	1832	2699040	225582	11964768	South America
UAE	899033	+222	2302	N/A	882591	+368	14140	N/A	88931	228	156338294	15464709	10109359	Asia
Uruguay	895775	N/A	7197	N/A	886654	N/A	1924	18	256244	2059	6091188	1742435	3495790	South America
Ecuador	869696	N/A	35598	N/A	N/A	N/A	N/A	759	47960	1963	2470170	136218	18133906	South America
Costa Rica	856258	+429	8417	+3	835979	+597	11862	45	165321	1625	4291131	828507	5179356	North America
Guatemala	846632	+86	17613	+29	826812	+210	2207	5	45708	951	4466318	241127	18522696	North America
Latvia	822726	+713	5770	+10	809733	+824	7223	8	445198	3122	7182151	3886445	1848000	Europe
Azerbaijan	792579	+1	9709	N/A	782786	+5	84	N/A	76900	942	6819005	661613	10306639	Asia
Panama	777658	+538	8185	+1	763170	+1000	6303	8	175179	1844	5883163	1325273	4439210	North America
Saudi Arabia	754238	+128	9093	+4	741906	+120	3239	49	21064	254	41912766	1170512	35807216	Asia
Sri Lanka	663408	+35	16505	N/A	646129	+3	774	N/A	30745	765	6486117	300593	21577770	Asia
Paraguay	649455	N/A	18870	N/A	624673	N/A	5912	2	89051	2587	2623300	359698	7293072	South America
Kuwait	631409	N/A	2555	N/A	628090	N/A	764	8	143951	582	8007805	1825645	4386287	Asia
Myanmar	612914	+14	19434	N/A	591847	+21	1633	N/A	11128	353	7970408	144711	55078189	Asia
Palestine	581940	N/A	5353	N/A	576242	N/A	345	17	109415	1006	3078533	578821	5318629	Asia
Dominican Republic	579443	N/A	4376	N/A	574726	N/A	341	1	52451	396	3279736	296883	11047243	North America
Estonia	572193	N/A	2539	N/A	511039	N/A	58615	3	430813	1912	3326696	2504722	1328170	Europe
Bahrain	569370	+279	1476	N/A	564735	+374	3159	1	314591	816	9727349	5374609	1809871	Asia
Venezuela	522514	+80	5709	N/A	515728	+25	1077	230	18471	202	3359014	118742	28288320	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128706	2860	3216305	800716	4016785	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4871	232	3693367	34886	105870289	Africa
