Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	83637470	+37513	1024649	+40	80947924	+16917	1664897	1698	249969	3062	1011515912	3023140	334591157	North America
India	43105401	+2893	524093	+29	42560905	+3410	20403	698	30678	373	840693082	598321	1405087832	Asia
Brazil	30564536	+6006	664189	+10	29629420	+12256	270927	8318	141928	3084	63776166	296147	215352893	South America
France	28957421	+29324	146724	+54	27644164	+19748	1166533	1408	441825	2239	269816888	4116794	65540535	Europe
Germany	25345357	+7361	136925	+11	23246900	+40900	1961532	1279	300731	1625	122332384	1451513	84279230	Europe
UK	22133976	+6310	176353	+71	21487059	+30790	470564	253	322910	2573	519264096	7575488	68545304	Europe
Russia	18227666	+5447	376946	+118	17603398	+6682	247322	2300	124804	2581	273400000	1871960	146050144	Europe
S. Korea	17544398	+40064	23360	+71	N/A	N/A	N/A	423	341658	455	15804065	307767	51350755	Asia
Italy	16799264	+31070	164489	+72	15471992	N/A	1162783	356	278606	2728	216068651	3583378	60297475	Europe
Turkey	15043379	+1480	98846	+9	14941419	+1526	3114	975	174889	1149	159851441	1858373	86016859	Asia
Spain	12009059	N/A	104869	N/A	11467015	N/A	437175	339	256668	2241	471036328	10067405	46788257	Europe
Vietnam	10676184	+2269	43056	+1	9320591	+2066	1312537	473	107886	435	85805439	867091	98957769	Asia
Argentina	9101319	+2520	128729	+10	8895999	N/A	76591	372	198016	2801	35716069	777070	45962514	South America
Netherlands	8060416	+1234	22276	+2	7938682	+12810	99458	52	468494	1295	21107399	1226820	17204964	Europe
Japan	8058591	+34696	29785	+24	7716884	+38042	311922	159	64079	237	49477103	393422	125760754	Asia
Iran	7225189	+488	141177	+12	7005420	+3162	78592	896	84033	1642	50914586	592165	85980409	Asia
Australia	6249101	+35289	7513	+18	5905984	+31162	335604	131	239918	288	69958657	2685877	26046859	Australia/Oceania
Colombia	6093645	N/A	139809	N/A	5927076	N/A	26760	342	117444	2695	34560302	666087	51885545	South America
Indonesia	6048431	+227	156381	+10	5885858	+452	6192	2771	21689	561	96221718	345040	278870828	Asia
Poland	6000416	+199	116138	N/A	5334926	+25	549352	1125	158867	3075	36161467	957413	37769984	Europe
Mexico	5744496	+736	324452	+17	5043476	+642	376568	4798	43705	2468	15801675	120222	131437113	North America
Ukraine	5005942	+512	108446	+6	N/A	N/A	N/A	177	115749	2508	19521252	451378	43248123	Europe
Malaysia	4458889	+2153	35583	+4	4400750	+2869	22556	88	134577	1074	58924030	1778430	33132619	Asia
Thailand	4324850	+8081	29091	+54	4204483	+10588	91276	1496	61675	415	17270775	246290	70123780	Asia
Austria	4181545	+3617	18245	+3	4095510	+5366	67790	81	459440	2005	184147092	20232820	9101405	Europe
Israel	4092054	+1674	10741	N/A	4052605	N/A	28708	150	438779	1152	41373364	4436346	9326000	Asia
Belgium	4088336	N/A	31552	N/A	3884180	N/A	172604	124	349943	2701	33714218	2885781	11682874	Europe
Portugal	3935932	N/A	22420	N/A	N/A	N/A	N/A	61	388092	2211	41572572	4099152	10141750	Europe
Czechia	3912361	+238	40218	+2	3863408	+1622	8735	19	364086	3743	55275632	5143972	10745710	Europe
South Africa	3841388	+5486	100523	+7	3679053	+2243	61812	192	63294	1656	24675963	406583	60691077	Africa
Canada	3791455	+1938	39750	+10	3482186	+2503	269519	468	98854	1036	61161915	1594671	38353949	North America
Philippines	3687015	+149	60439	N/A	3622473	+349	4103	289	32838	538	29715403	264661	112277342	Asia
Switzerland	3619035	N/A	13865	N/A	3514825	+7204	90345	69	412584	1581	20851897	2377196	8771636	Europe
Chile	3579349	+3210	57637	+8	3447154	+4098	74558	176	184317	2968	37363438	1924009	19419573	South America
Peru	3569782	+456	212946	+13	N/A	N/A	N/A	263	105549	6296	30065461	888960	33820934	South America
Greece	3361779	+3195	29392	+23	3261526	+4905	70861	204	325472	2846	80579733	7801350	10328947	Europe
Denmark	2972186	+531	6238	+4	2952806	N/A	13142	6	509817	1070	127282729	21832702	5829912	Europe
Romania	2899178	+330	65562	+2	2606660	N/A	226956	167	152584	3451	22838696	1202005	19000495	Europe
Sweden	2503090	N/A	18791	N/A	2474098	+1682	10201	16	245024	1839	18534055	1814273	10215691	Europe
Iraq	2325614	+92	25213	N/A	2299141	+146	1260	10	55516	602	18499954	441625	41890619	Asia
Serbia	2009979	+302	16028	+4	1982752	+916	11199	20	231770	1848	9542409	1100330	8672316	Europe
Bangladesh	1952799	+23	29127	N/A	1897526	+263	26146	1273	11643	174	14012847	83548	167722764	Asia
Hungary	1903200	N/A	46266	N/A	1808061	N/A	48873	40	197941	4812	11355462	1181014	9615007	Europe
Slovakia	1785133	+234	19978	+10	1754840	+1148	10315	40	326676	3656	7113811	1301815	5464531	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163056	1352	16670254	1604390	10390397	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416407	4229	16920079	4256611	3975012	Asia
Pakistan	1528736	+46	30375	+3	1494141	N/A	4220	91	6681	133	28239539	123414	228820099	Asia
Ireland	1524092	+524	7131	N/A	1477190	+3150	39771	35	302414	1415	12101379	2401184	5039756	Europe
Norway	1428010	+54	3006	N/A	N/A	N/A	N/A	20	259656	547	11002430	2000583	5499613	Europe
Kazakhstan	1305584	N/A	13661	N/A	1291366	+7	557	24	68028	712	11575012	603119	19191919	Asia
Singapore	1217922	+2423	1352	+2	1150366	+3070	66204	6	205196	228	23767171	4004303	5935407	Asia
Hong Kong	1206585	+266	9346	+2	N/A	N/A	N/A	5	158564	1228	44972952	5910160	7609430	Asia
Morocco	1165247	+41	16070	N/A	1148878	+22	299	293	30893	426	11237010	297911	37719362	Africa
Bulgaria	1159301	+151	36973	+7	989372	+138	132956	78	169197	5396	9886322	1442886	6851770	Europe
Croatia	1127742	+406	15888	+7	1106837	+812	5017	16	277873	3915	4813913	1186139	4058474	Europe
Cuba	1103980	+104	8527	N/A	1094829	+131	624	23	97578	754	12920253	1141987	11313836	North America
Lebanon	1097539	+47	10399	+1	1083698	N/A	3442	186	162143	1536	4795578	708467	6768947	Asia
Lithuania	1059581	+20	9121	+3	1029371	+235	21089	20	399525	3439	8262024	3115273	2652103	Europe
Finland	1052767	N/A	4150	N/A	46000	N/A	1002617	21	189461	747	10773620	1938876	5556632	Europe
Tunisia	1040712	N/A	28566	N/A	N/A	N/A	N/A	29	86386	2371	4584296	380526	12047248	Africa
Slovenia	1015786	+328	6611	N/A	997933	+510	11242	21	488484	3179	2651999	1275327	2079466	Europe
New Zealand	989946	+5728	810	+2	935880	+5725	53256	N/A	197906	162	7099152	1419234	5002100	Australia/Oceania
Belarus	982654	+323	6972	+3	928536	N/A	47146	N/A	104055	738	13212749	1399125	9443577	Europe
Nepal	978942	+17	11952	N/A	966789	+21	201	N/A	32517	397	5655172	187845	30105480	Asia
Bolivia	905428	+73	21925	N/A	861685	+282	21818	220	75658	1832	2705422	226066	11967379	South America
UAE	900251	+225	2302	N/A	884228	+253	13721	N/A	89034	228	157253862	15552262	10111318	Asia
Uruguay	899723	N/A	7210	N/A	888557	N/A	3956	18	257359	2062	6091188	1742337	3495987	South America
Ecuador	871029	+76	35602	+1	N/A	N/A	N/A	759	48022	1963	2470170	136185	18138300	South America
Costa Rica	857290	N/A	8421	N/A	836721	N/A	12148	42	165496	1626	4291131	828385	5180118	North America
Guatemala	849495	+78	17699	+1	829500	+175	2296	5	45849	955	4495103	242610	18528136	North America
Latvia	824046	N/A	5789	N/A	812244	N/A	6013	7	445994	3133	7196647	3895004	1847661	Europe
Azerbaijan	792630	+12	9709	N/A	782862	+13	59	N/A	76894	942	6834816	663051	10308136	Asia
Panama	788471	+1615	8193	+1	766952	+854	13326	16	177571	1845	5938833	1337477	4440324	North America
Saudi Arabia	755415	+339	9103	+4	742563	+112	3749	56	21091	254	41982063	1172156	35816111	Asia
Sri Lanka	663561	+28	16509	N/A	646145	+4	907	N/A	30750	765	6486117	300572	21579239	Asia
Paraguay	649718	N/A	18872	N/A	624673	N/A	6173	2	89069	2587	2633737	361058	7294508	South America
Kuwait	631898	+197	2555	N/A	628946	+460	397	1	144028	582	8064250	1838080	4387323	Asia
Myanmar	613053	+4	19434	N/A	591964	+17	1655	N/A	11129	353	8024984	145686	55084159	Asia
Palestine	582119	+179	5353	N/A	576684	+442	82	17	109409	1006	3078533	578609	5320578	Asia
Dominican Republic	579743	N/A	4376	N/A	574987	N/A	380	1	52470	396	3288872	297662	11049025	North America
Bahrain	572810	+728	1477	N/A	567065	+363	4268	1	316322	816	9751534	5385071	1810846	Asia
Estonia	572434	N/A	2548	N/A	511857	N/A	58029	3	430990	1918	3329716	2506969	1328184	Europe
Venezuela	522749	+77	5709	N/A	515907	+8	1133	230	18480	202	3359014	118748	28287005	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128711	2860	3216305	800747	4016632	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4869	232	3693367	34875	105901978	Africa
Libya	501904	N/A	6430	N/A	490973	N/A	4501	101	71252	913	2477219	351677	7044024	Africa
Cyprus	477711	N/A	1032	N/A	124370	N/A	352309	60	390412	843	9477138	7745240	1223608	Asia
Ethiopia	470740	+10	7510	N/A	455729	+5	7501	4	3915	62	4812520	40029	120226091	Africa
Mongolia	469885	N/A	2179	N/A	313256	N/A	154450	192	139189	645	4030048	1193777	3375879	Asia
Honduras	423879	N/A	10895	N/A	132358	N/A	280626	105	41574	1069	1359869	133375	10195805	North America
Armenia	422877	N/A	8622	N/A	412026	N/A	2229	N/A	142216	2900	3059332	1028872	2973482	Asia
Réunion	398115	N/A	756	N/A	383424	N/A	13935	10	438876	833	1603660	1767849	907125	Africa
Oman	389273	+147	4259	+1	384486	+243	528	4	72807	797	25000000	4675843	5346630	Asia
Bosnia and Herzegovina	377276	N/A	15768	N/A	192218	N/A	169290	N/A	116332	4862	1762038	543319	3243100	Europe
Qatar	365191	+133	677	N/A	363880	+63	634	2	130063	241	3465231	1234142	2807805	Asia
Taiwan	357200	+44290	919	+12	33607	N/A	322674	N/A	14948	38	15265197	638806	23896469	Asia
Kenya	323881	+13	5649	N/A	318069	+14	163	N/A	5788	101	3615118	64601	55960335	Africa
Zambia	320099	N/A	3982	N/A	315576	N/A	541	1	16555	206	3438434	177832	19335320	Africa
North Macedonia	310140	N/A	9284	N/A	300208	N/A	648	N/A	148876	4457	2027591	973298	2083216	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125384	1102	2026898	830905	2439387	Africa
Albania	275341	+31	3496	N/A	271561	+32	284	2	95871	1217	1812147	630973	2871988	Europe
Algeria	265798	+4	6875	N/A	178363	+1	80560	6	5866	152	230861	5095	45314686	Africa
Nigeria	255766	N/A	3143	N/A	249914	N/A	2709	11	1186	15	5075820	23545	215581415	Africa
Zimbabwe	248352	+83	5476	N/A	242085	+77	791	12	16272	359	2272746	148907	15262892	Africa
Luxembourg	241160	N/A	1068	N/A	231818	N/A	8274	1	374006	1656	4238251	6572939	644803	Europe
Uzbekistan	238715	+20	1637	N/A	236828	+31	250	23	6946	48	1377915	40095	34365886	Asia
Montenegro	235795	+69	2717	N/A	232456	+66	622	6	375342	4325	2459891	3915696	628213	Europe
Mozambique	225426	+7	2201	N/A	223164	+1	61	13	6857	67	1316404	40045	32873517	Africa
China	219625	+329	5174	+8	205270	+1115	9181	533	153	4	160000000	111163	1439323776	Asia
Laos	208649	+114	750	+1	7660	N/A	200239	N/A	27929	100	1232128	164927	7470727	Asia
Kyrgyzstan	200993	N/A	2991	N/A	196406	N/A	1596	131	29896	445	1907195	283675	6723166	Asia
Iceland	185961	N/A	119	N/A	75685	N/A	110157	N/A	538491	345	2264004	6555927	345337	Europe
Maldives	179171	N/A	298	N/A	163687	N/A	15186	25	321013	534	2213831	3966430	558142	Asia
Afghanistan	178996	+73	7685	+1	161962	+26	9349	1124	4414	190	945802	23325	40548630	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3389	74	2612795	53972	48409993	Africa
El Salvador	162089	N/A	4128	N/A	150662	N/A	7299	8	24759	631	1950448	297928	6546712	North America
Ghana	161222	N/A	1445	N/A	159746	N/A	31	1	4996	45	2438745	75569	32271739	Africa
Namibia	159219	+83	4027	+1	153662	N/A	1530	N/A	60633	1534	1012423	385544	2625961	Africa
Martinique	153253	N/A	926	N/A	104	N/A	152223	8	408972	2471	828928	2212085	374727	North America
Trinidad and Tobago	151592	+357	3852	+5	138733	+800	9007	18	107675	2736	717314	509504	1407866	North America
Brunei	142858	+231	218	N/A	141806	+133	834	N/A	320868	490	717784	1612190	445223	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350106	2134	938039	2343633	400250	North America
Cambodia	136262	N/A	3056	N/A	133181	+4	25	N/A	7947	178	2957188	172464	17146706	Asia
Jamaica	131161	+227	2977	+2	84397	+119	43787	N/A	43939	997	1019394	341498	2985062	North America
Rwanda	129848	+1	1459	N/A	45522	N/A	82867	N/A	9586	108	5306502	391752	13545557	Africa
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4314	69	1751774	63088	27766999	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2854	55	1499795	43153	34755245	Africa
Malta	92848	+119	709	+1	88918	+190	3221	4	209250	1598	1895701	4272320	443717	Europe
