Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
USA	83688188	+50718	1024752	+103	81019770	+71846	1643666	1714	250121	3063	1012201393	3025189	334591157	North America
India	43107689	+2288	524103	+10	42563949	+3044	19637	698	30680	373	841029858	598560	1405087832	Asia
Brazil	30574245	+9709	664248	+59	29652018	+22598	257979	8318	141973	3084	63776166	296147	215352893	South America
France	28964775	+7354	146856	+132	27669575	+25411	1148344	1408	441937	2241	269816888	4116794	65540535	Europe
Germany	25385707	+40350	137020	+95	23373200	+126300	1875487	1279	301210	1626	122332384	1451513	84279230	Europe
UK	22140287	+6311	176424	+71	21558432	+71373	405431	253	323002	2574	519264096	7575488	68545304	Europe
Russia	18232696	+5030	377049	+103	17609357	+5959	246290	2300	124839	2582	273400000	1871960	146050144	Europe
S. Korea	17564999	+20601	23400	+40	N/A	N/A	N/A	421	342059	456	15804065	307767	51350755	Asia
Italy	16816419	+17155	164573	+84	15548091	+76099	1103755	363	278891	2729	216195210	3585477	60297475	Europe
Turkey	15044921	+1542	98854	+8	14942882	+1463	3185	975	174907	1149	159961399	1859652	86016859	Asia
Spain	12009059	N/A	104869	N/A	11467015	N/A	437175	339	256668	2241	471036328	10067405	46788257	Europe
Vietnam	10678359	+2175	43057	+1	9322165	+1574	1313137	449	107908	435	85805504	867092	98957769	Asia
Argentina	9101319	N/A	128729	N/A	8895999	N/A	76591	372	198016	2801	35716069	777070	45962514	South America
Japan	8099533	+40942	29813	+28	7747676	+30792	322044	163	64404	237	49544860	393961	125760754	Asia
Netherlands	8061446	+1030	22278	+2	7959467	+20785	79701	52	468553	1295	21107399	1226820	17204964	Europe
Iran	7225759	+570	141189	+12	7008231	+2811	76339	854	84040	1642	50914586	592165	85980409	Asia
Australia	6286876	+37775	7516	+3	5940461	+34477	338899	129	241368	289	70033185	2688738	26046859	Australia/Oceania
Colombia	6093645	N/A	139809	N/A	5927076	N/A	26760	342	117444	2695	34560302	666087	51885545	South America
Indonesia	6048685	+254	156396	+15	5886211	+353	6078	2771	21690	561	96426056	345773	278870828	Asia
Poland	6000600	+184	116138	N/A	5334940	+14	549522	1125	158872	3075	36166373	957543	37769984	Europe
Mexico	5745228	+732	324463	+11	5044117	+641	376648	4798	43711	2469	15855490	120632	131437113	North America
Ukraine	5006460	+518	108449	+3	N/A	N/A	N/A	177	115761	2508	19521252	451378	43248123	Europe
Malaysia	4461135	+2246	35584	+1	4403183	+2433	22368	69	134645	1074	58962005	1779576	33132619	Asia
Thailand	4331338	+6488	29146	+55	4217238	+12755	84954	1496	61767	416	17270775	246290	70123780	Asia
Austria	4185678	+4133	18249	+4	4100958	+5448	66471	83	459894	2005	184215396	20240325	9101405	Europe
Israel	4095432	+3378	10741	N/A	4052605	N/A	32086	150	439141	1152	41373364	4436346	9326000	Asia
Belgium	4088336	N/A	31552	N/A	3891391	+7211	165393	124	349943	2701	33714218	2885781	11682874	Europe
Portugal	3935932	N/A	22420	N/A	N/A	N/A	N/A	61	388092	2211	41591184	4100987	10141750	Europe
Czechia	3912487	+126	40220	+2	3864785	+1377	7482	14	364098	3743	55278869	5144273	10745710	Europe
South Africa	3844625	+3237	100533	+10	3680855	+1802	63237	192	63347	1656	24675963	406583	60691077	Africa
Canada	3795258	+3803	39787	+37	3484305	+2119	271166	423	98954	1037	61226715	1596360	38353949	North America
Philippines	3687197	+182	60439	N/A	3622852	+379	3906	289	32840	538	29728859	264781	112277342	Asia
Switzerland	3619035	N/A	13865	N/A	3520963	+6138	84207	69	412584	1581	20851897	2377196	8771636	Europe
Chile	3581374	+2025	57639	+2	3450919	+3765	72816	173	184421	2968	37396520	1925713	19419573	South America
Peru	3570075	+293	212957	+11	N/A	N/A	N/A	254	105558	6297	30075629	889261	33820934	South America
Greece	3364598	+2819	29417	+25	3272990	+11464	62191	198	325745	2848	80612777	7804549	10328947	Europe
Denmark	2972729	+543	6244	+6	2954644	+1838	11841	6	509910	1071	127295922	21834965	5829912	Europe
Romania	2899563	+385	65566	+4	2606660	N/A	227337	157	152605	3451	22848464	1202519	19000495	Europe
Sweden	2503090	N/A	18791	N/A	2474725	+627	9574	16	245024	1839	18534055	1814273	10215691	Europe
Iraq	2325740	+126	25214	+1	2299326	+185	1200	9	55519	602	18503660	441714	41890619	Asia
Serbia	2010495	+516	16033	+5	1983725	+973	10737	16	231829	1849	9552196	1101458	8672316	Europe
Bangladesh	1952829	+30	29127	N/A	1897798	+272	25904	1273	11643	174	14020260	83592	167722764	Asia
Hungary	1903200	N/A	46266	N/A	1808061	N/A	48873	40	197941	4812	11355462	1181014	9615007	Europe
Slovakia	1785186	+53	19984	+6	1755200	+360	10002	40	326686	3657	7114375	1301919	5464531	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163056	1352	16670254	1604390	10390397	Asia
Georgia	1655221	N/A	16811	N/A	1637293	N/A	1117	N/A	416407	4229	16920079	4256611	3975012	Asia
