Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1752	12	N/A	N/A	9922998	Asia
Liechtenstein	17027	+22	84	N/A	16702	+21	241	3	444279	2192	102174	2665988	38325	Europe
San Marino	16076	+95	114	N/A	15615	+118	347	4	472004	3347	149271	4382718	34059	Europe
Equatorial Guinea	15907	N/A	183	N/A	15698	N/A	26	5	10706	123	310972	209287	1485866	Africa
Djibouti	15598	N/A	189	N/A	15404	N/A	5	N/A	15385	186	302030	297903	1013853	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2941	23	81294	16321	4980853	Africa
Grenada	14287	+122	219	N/A	13850	+35	218	4	125920	1930	147590	1300799	113461	North America
Bermuda	13143	+242	131	N/A	12719	+156	293	N/A	212450	2118	866313	14003508	61864	North America
Solomon Islands	12437	N/A	139	N/A	11194	N/A	1104	2	17341	194	5117	7135	717182	Australia/Oceania
Gambia	11995	+1	365	N/A	11591	N/A	39	N/A	4725	144	155686	61323	2538770	Africa
Dominica	11988	N/A	63	N/A	11903	N/A	22	N/A	165791	871	187337	2590820	72308	North America
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210213	369	164926	2896131	56947	North America
Yemen	11818	N/A	2148	N/A	9001	N/A	669	23	381	69	265253	8554	31007639	Asia
Monaco	11520	+40	54	N/A	11266	+21	200	4	289862	1359	54960	1382885	39743	Europe
Saint Martin	10279	N/A	63	N/A	1399	N/A	8817	7	257929	1581	112382	2819984	39852	North America
Sint Maarten	9933	+13	86	N/A	9821	+68	26	10	227030	1966	62056	1418358	43752	North America
Eritrea	9733	N/A	103	N/A	9629	N/A	1	N/A	2678	28	23693	6518	3634743	Africa
Caribbean Netherlands	9574	+13	34	N/A	9379	+24	161	N/A	359088	1275	30126	1129923	26662	North America
Tonga	9347	+241	11	N/A	7740	+118	1596	N/A	86666	102	378306	3507673	107851	Australia/Oceania
Niger	8903	+10	308	N/A	8497	+1	98	1	345	12	248217	9628	25782071	Africa
Guinea-Bissau	8184	+2	171	N/A	7476	N/A	537	6	3989	83	132469	64566	2051668	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8971	177	N/A	N/A	902924	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31438	8268815	Africa
Antigua and Barbuda	7567	+28	135	N/A	7387	+10	45	1	76136	1358	18901	190174	99388	North America
Liberia	7432	N/A	294	N/A	5747	N/A	1391	2	1410	56	139824	26524	5271509	Africa
Chad	7396	N/A	193	N/A	4874	N/A	2329	N/A	428	11	191341	11077	17273521	Africa
Samoa	6794	+485	13	N/A	1605	N/A	5176	4	33837	65	51546	256720	200787	Australia/Oceania
St. Vincent Grenadines	6765	+14	106	N/A	6641	N/A	18	N/A	60632	950	98753	885090	111574	North America
Vanuatu	6458	+41	7	N/A	5638	+188	813	N/A	20178	22	24976	78037	320055	Australia/Oceania
British Virgin Islands	6162	N/A	62	N/A	N/A	N/A	N/A	1	201419	2027	102294	3343706	30593	North America
Sao Tome and Principe	5953	N/A	73	N/A	5875	N/A	5	N/A	26285	322	29036	128205	226481	Africa
Turks and Caicos	5941	+5	36	N/A	5862	N/A	43	4	149798	908	478593	12067398	39660	North America
Saint Kitts and Nevis	5561	N/A	43	N/A	5512	N/A	6	N/A	103219	798	65141	1209091	53876	North America
St. Barth	4432	N/A	6	N/A	N/A	N/A	N/A	N/A	446279	604	78646	7919243	9931	North America
Cook Islands	4404	+203	N/A	N/A	3797	+99	607	N/A	250327	N/A	15405	875632	17593	Australia/Oceania
Palau	4279	+89	6	N/A	3837	+34	436	N/A	234479	329	44460	2436298	18249	Australia/Oceania
Kiribati	3076	N/A	13	N/A	2597	N/A	466	3	25060	106	N/A	N/A	122747	Australia/Oceania
Anguilla	2731	N/A	9	N/A	2716	N/A	6	4	179152	590	51382	3370638	15244	North America
Saint Pierre Miquelon	2537	N/A	1	N/A	2449	N/A	87	1	441755	174	22941	3994602	5743	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41709	643	20508	1884061	10885	Australia/Oceania
Montserrat	177	N/A	2	N/A	174	N/A	1	N/A	35421	400	9587	1918551	4997	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34954	N/A	8632	2357182	3662	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8080	665263	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	15	N/A	N/A	N/A	7	N/A	8	N/A	250	N/A	N/A	N/A	59909	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	623755	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	7	N/A	N/A	N/A	7	N/A	0	N/A	4253	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	3	N/A	N/A	N/A	3	N/A	0	N/A	274	N/A	N/A	N/A	10947	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6110	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117193	Australia/Oceania
