Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Thailand	4046953	+16994	27009	+124	3814433	+25910	205511	1496	57719	385	17270775	246323	70114236	Asia
Israel	4036684	+4923	10647	+17	3941841	N/A	84196	220	432842	1142	41373364	4436346	9326000	Asia
Belgium	3972963	N/A	31165	N/A	3664894	+12275	276904	181	340147	2668	33313880	2852185	11680124	Europe
Czechia	3882400	+750	39993	+6	3817882	+4517	24525	47	361334	3722	55024950	5121159	10744628	Europe
South Africa	3742107	+877	100181	+34	3627969	+375	13957	175	61700	1652	24198159	398979	60650219	Africa
Portugal	3719485	N/A	21993	N/A	N/A	N/A	N/A	61	366691	2168	40748372	4017243	10143368	Europe
Philippines	3683209	+168	59976	+7	3603312	+1277	19921	289	32828	535	29286749	261028	112197634	Asia
Canada	3637710	+5392	38319	+8	3378726	+5182	220665	407	94890	1000	60149136	1569003	38335885	North America
Switzerland	3578130	+1783	13810	N/A	3253709	+26917	310611	103	408081	1575	20548491	2343529	8768183	Europe
Peru	3556384	+645	212654	+24	N/A	N/A	N/A	371	105231	6292	29447514	871336	33795829	South America
Chile	3531529	+1271	57270	+7	3325243	+13150	149016	346	181938	2950	36471164	1878929	19410616	South America
Greece	3242037	+3868	28652	+64	3098268	+12214	115117	307	313795	2773	77990894	7548687	10331716	Europe
Denmark	2950549	+1142	6008	+11	2913431	N/A	31110	16	506202	1031	127063375	21799234	5828800	Europe
Romania	2882590	+686	65347	+4	2606660	N/A	210583	235	151656	3438	22487809	1183104	19007469	Europe
Sweden	2495996	N/A	18572	N/A	2458422	+1329	19002	24	244412	1819	18471631	1808771	10212255	Europe
Iraq	2323284	+152	25198	N/A	2293427	+624	4659	36	55526	602	18429771	440470	41841178	Asia
Serbia	1996868	+882	15933	+6	1960640	+1911	20295	20	230207	1837	9383655	1081785	8674230	Europe
Bangladesh	1952362	+36	29126	+2	1891197	+355	32039	1283	11647	174	13930855	83103	167633174	Asia
Hungary	1879480	N/A	45865	N/A	1748707	N/A	84908	50	195446	4769	11244573	1169319	9616342	Europe
Slovakia	1765258	+1263	19759	+18	1707211	+1445	38288	109	323048	3616	7020304	1284738	5464387	Europe
Jordan	1694216	N/A	14048	N/A	1678941	N/A	1227	124	163143	1353	16670254	1605245	10384866	Asia
Georgia	1653118	+74	16793	+1	1634313	+357	2012	N/A	415834	4224	16706619	4202469	3975429	Asia
Pakistan	1527326	+78	30364	+1	1493662	+56	3300	209	6682	133	27926021	122169	228585333	Asia
Ireland	1504790	+1668	6932	N/A	1374154	+4787	123704	48	298763	1376	11971043	2376743	5036743	Europe
Norway	1420033	+304	2783	N/A	N/A	N/A	N/A	20	258315	506	11002430	2001424	5497300	Europe
Kazakhstan	1305396	+9	13660	N/A	1290880	+72	856	24	68062	712	11575012	603505	19179649	Asia
Hong Kong	1198438	+613	9159	+20	N/A	N/A	N/A	115	157563	1204	44972952	5912739	7606111	Asia
Morocco	1164411	+30	16064	+1	1147740	+66	607	293	30890	426	11237010	298100	37695462	Africa
Singapore	1162780	+2480	1316	N/A	1097300	+3396	64164	9	195989	222	23611604	3979777	5932896	Asia
Bulgaria	1150342	+895	36810	+26	952493	+3290	161039	112	167820	5370	9760647	1423953	6854612	Europe
Croatia	1113547	+30	15742	+7	1093859	+822	3946	23	274283	3877	4743521	1168398	4059850	Europe
Cuba	1100073	+337	8521	+1	1089838	+433	1714	23	97229	753	12920253	1141949	11314212	North America
Lebanon	1095685	+72	10363	+3	1076531	N/A	8791	186	161830	1531	4795578	708293	6770609	Asia
Lithuania	1049801	+418	9024	+4	1007222	+1387	33555	44	395530	3400	8183615	3083313	2654163	Europe
Tunisia	1038668	N/A	28509	N/A	N/A	N/A	N/A	29	86265	2368	4547755	377705	12040494	Africa
Slovenia	997791	+393	6560	+3	968880	+806	22351	30	479834	3155	2634315	1266832	2079451	Europe
Nepal	978674	+9	11951	N/A	966373	+34	350	N/A	32539	397	5600115	186194	30076806	Asia
Belarus	974714	+236	6903	+2	928536	N/A	39275	N/A	103213	731	13041946	1381014	9443746	Europe
Finland	949583	N/A	3517	N/A	46000	N/A	900066	29	170906	633	10591416	1906246	5556164	Europe
Bolivia	903908	+20	21903	N/A	852606	+390	29399	220	75586	1832	2688875	224847	11958676	South America
Uruguay	895775	N/A	7197	N/A	886654	N/A	1924	18	256278	2059	6091188	1742664	3495331	South America
UAE	895663	+198	2302	N/A	877648	+370	15713	N/A	88637	228	152710641	15112698	10104790	Asia
Ecuador	866925	+41	35528	N/A	N/A	N/A	N/A	759	47834	1960	2470170	136295	18123652	South America
Costa Rica	847784	+787	8383	+5	829515	+643	9886	44	163741	1619	4240743	819059	5177579	North America
Guatemala	837608	+50	17434	+4	817392	+259	2782	5	45252	942	4357102	235392	18510001	North America
New Zealand	831149	+6282	564	+10	774408	+7627	56177	N/A	166160	113	6971077	1393630	5002100	Australia/Oceania
Latvia	813243	+67	5715	N/A	797254	+348	10274	11	439878	3091	7128115	3855551	1848793	Europe
Azerbaijan	792365	+3	9706	N/A	782533	+17	126	N/A	76905	942	6771851	657260	10303147	Asia
Panama	768978	+184	8179	N/A	758497	+277	2302	9	173326	1844	5793689	1305882	4436610	North America
Saudi Arabia	752705	+133	9069	N/A	739296	+259	4340	56	21033	253	41759263	1166901	35786463	Asia
Sri Lanka	662912	+85	16496	+1	642556	+3	3860	N/A	30727	765	6477329	300233	21574344	Asia
Paraguay	648446	N/A	18781	N/A	624673	N/A	4992	3	88953	2576	2615453	358786	7289722	South America
Kuwait	630888	N/A	2555	N/A	627278	N/A	1055	4	143911	583	7976136	1819428	4383870	Asia
Myanmar	612602	+37	19434	N/A	591373	+26	1795	N/A	11125	353	7838552	142353	55064259	Asia
Palestine	581816	+138	5353	+1	575899	+286	564	17	109486	1007	3078533	579316	5314081	Asia
Dominican Republic	578789	+56	4375	N/A	574244	+4	170	16	52412	396	3255822	294829	11043085	North America
Estonia	567644	+181	2522	+6	502253	+324	62869	4	427399	1899	3295012	2480930	1328136	Europe
Bahrain	563584	+401	1474	N/A	558446	+490	3664	4	311786	815	9679913	5355131	1807596	Asia
Venezuela	522049	+7	5702	+1	514911	+139	1436	230	18453	202	3359014	118729	28291388	South America
Moldova	516444	+13	11482	+1	503413	+122	1549	27	128560	2858	3204755	797770	4017142	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4874	233	3693367	34910	105796348	Africa
Libya	501862	N/A	6429	N/A	490900	N/A	4533	101	71298	913	2476960	351895	7038917	Africa
Ethiopia	470288	+15	7509	N/A	453646	+10	9133	21	3917	63	4739492	39473	120070011	Africa
Mongolia	469365	+12	2177	N/A	313256	N/A	153932	192	139154	645	4030048	1194799	3372992	Asia
Cyprus	464366	N/A	993	N/A	124370	N/A	339003	60	379654	812	9477138	7748273	1223129	Asia
Armenia	422770	+8	8622	+1	410458	+10	3690	N/A	142195	2900	3017543	1014921	2973180	Asia
Honduras	421659	+391	10891	+3	131100	N/A	279668	105	41391	1069	1263329	124012	10187191	North America
Oman	388891	+26	4257	N/A	383975	+30	659	7	72833	797	25000000	4682077	5339511	Asia
Bosnia and Herzegovina	376437	N/A	15749	N/A	192218	N/A	168470	N/A	116034	4854	1748585	538987	3244209	Europe
Qatar	363654	+111	677	N/A	361951	+106	1026	1	129515	241	3422431	1218899	2807805	Asia
Réunion	360445	N/A	731	N/A	342442	N/A	17272	10	397502	806	1603660	1768529	906776	Africa
Kenya	323618	+4	5649	N/A	317811	N/A	158	N/A	5790	101	3568521	63843	55895462	Africa
Zambia	318515	N/A	3973	N/A	313692	N/A	850	N/A	16497	206	3399995	176101	19307077	Africa
North Macedonia	308619	+14	9262	+1	298532	+226	825	N/A	148145	4446	1997169	958693	2083221	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125517	1103	2026898	831791	2436788	Africa
Albania	274520	+16	3496	N/A	270658	+32	366	2	95580	1217	1793981	624611	2872159	Europe
Algeria	265741	+2	6874	N/A	178336	+1	80531	6	5870	152	230861	5099	45271360	Africa
Nigeria	255648	N/A	3143	N/A	249847	N/A	2658	11	1187	15	4977858	23120	215301380	Africa
Zimbabwe	247297	+19	5464	+1	241112	+100	721	12	16215	358	2229802	146206	15251064	Africa
Uzbekistan	238313	+25	1637	N/A	236309	+34	367	23	6940	48	1377915	40126	34339369	Asia
Montenegro	234251	+33	2709	N/A	230916	+25	626	6	372887	4312	2439629	3883467	628209	Europe
Luxembourg	229311	N/A	1054	N/A	214556	N/A	13701	4	355937	1636	4200517	6520051	644246	Europe
Mozambique	225332	+3	2201	+1	223079	+8	52	13	6865	67	1306594	39804	32825481	Africa
Kyrgyzstan	200980	N/A	2991	N/A	196331	+7	1658	131	29920	445	1907195	283924	6717279	Asia
Laos	200502	+312	722	+4	7660	N/A	192120	N/A	26859	97	1232128	165055	7464955	Asia
China	185035	+2742	4641	+3	151407	+1637	28987	71	129	3	160000000	111163	1439323776	Asia
Iceland	183974	N/A	110	N/A	75685	N/A	108179	1	532923	319	1953616	5659096	345217	Europe
Maldives	178883	+570	298	N/A	163687	N/A	14898	25	320797	534	2213831	3970136	557621	Asia
Afghanistan	178462	+39	7679	+1	161544	+27	9239	1124	4406	190	936091	23113	40500605	Asia
Uganda	164055	+4	3596	N/A	100205	N/A	60254	2	3394	74	2607787	53957	48330675	Africa
El Salvador	162089	N/A	4125	N/A	150662	N/A	7302	8	24766	630	1950448	298009	6544927	North America
Ghana	161101	N/A	1445	N/A	159624	N/A	32	1	4998	45	2430490	75396	32236224	Africa
Namibia	158074	N/A	4022	N/A	153662	N/A	390	N/A	60254	1533	996110	379696	2623443	Africa
Martinique	147519	N/A	918	N/A	104	N/A	146497	8	393654	2450	828928	2211991	374743	North America
Trinidad and Tobago	142422	+200	3803	+3	132350	+480	6269	18	101179	2702	688829	489358	1407619	North America
Brunei	140182	+159	218	N/A	138693	+290	1271	N/A	315019	490	717784	1613016	444995	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350109	2134	938039	2343650	400247	North America
Cambodia	136076	+16	3055	N/A	132789	+20	232	N/A	7942	178	2942234	171718	17134059	Asia
Rwanda	129758	N/A	1458	N/A	45522	N/A	82778	1	9592	108	5196697	384145	13527959	Africa
Jamaica	129281	+43	2931	+2	82613	+87	43737	N/A	43320	982	969465	324849	2984357	North America
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4319	69	1751774	63171	27730780	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2859	55	1499795	43223	34699115	Africa
Malta	89028	+199	677	+2	80802	+494	7549	4	200670	1526	1859492	4191321	443653	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	921	14	846704	8965	94442912	Africa
Senegal	85971	+3	1965	N/A	83985	+4	21	1	4903	112	1059624	60429	17535106	Africa
Malawi	85728	N/A	2632	+1	81915	N/A	1181	67	4283	131	569074	28430	20016335	Africa
Ivory Coast	81861	+4	797	N/A	81026	+3	38	N/A	2971	29	1489194	54055	27549595	Africa
French Guiana	80035	N/A	394	N/A	11254	N/A	68387	2	256060	1261	618263	1978036	312564	South America
Suriname	79276	N/A	1325	N/A	49395	N/A	28556	N/A	132999	2223	235707	395440	596063	South America
French Polynesia	72596	N/A	648	N/A	N/A	N/A	N/A	7	255780	2283	N/A	N/A	283822	Australia/Oceania
Channel Islands	72328	N/A	165	N/A	70327	N/A	1836	N/A	409239	934	1252808	7088504	176738	Europe
Eswatini	70102	N/A	1395	N/A	68675	+12	32	11	59322	1180	1010362	854996	1181716	Africa
Barbados	64794	+164	386	+2	61190	+250	3218	N/A	224974	1340	632869	2197416	288006	North America
Fiji	64513	N/A	862	N/A	62672	+10	979	N/A	71042	949	506281	557517	908100	Australia/Oceania
Madagascar	64121	N/A	1391	N/A	59370	N/A	3360	14	2214	48	418849	14459	28967507	Africa
Guyana	63371	+3	1228	N/A	62049	N/A	94	1	79877	1548	583469	735439	793362	South America
Sudan	62057	N/A	4929	N/A	N/A	N/A	N/A	N/A	1358	108	562941	12322	45685261	Africa
New Caledonia	60385	N/A	312	N/A	60011	N/A	62	9	207922	1074	98964	340759	290422	Australia/Oceania
Mauritania	58683	+2	982	N/A	57693	+4	8	N/A	12053	202	795899	163469	4868804	Africa
Belize	57331	N/A	672	N/A	56473	N/A	186	6	139636	1637	529581	1289849	410576	North America
Cabo Verde	55991	+1	401	N/A	55525	+2	65	23	98781	707	400982	707423	566821	Africa
Syria	55778	+5	3150	N/A	52020	+17	608	N/A	3054	172	146269	8009	18263019	Asia
Bhutan	53104	+308	18	N/A	45038	+2198	8048	14	67489	23	2250758	2860463	786851	Asia
Gabon	47594	N/A	303	N/A	47280	N/A	11	N/A	20515	131	1591228	685900	2319914	Africa
Papua New Guinea	43663	+3	649	N/A	42954	+8	60	7	4720	70	249149	26932	9251011	Australia/Oceania
Seychelles	41660	N/A	164	N/A	40675	N/A	821	N/A	418950	1649	N/A	N/A	99439	Africa
Curaçao	41652	N/A	271	N/A	40800	N/A	581	3	251983	1639	494095	2989135	165297	North America
Andorra	40709	N/A	153	N/A	39999	N/A	557	14	525366	1975	249838	3224257	77487	Europe
Burundi	38722	N/A	38	N/A	773	N/A	37911	N/A	3091	3	345742	27603	12525704	Africa
Mauritius	37391	+40	985	N/A	35417	+219	989	N/A	29314	772	358675	281191	1275555	Africa
Mayotte	37038	N/A	187	N/A	2964	N/A	33887	N/A	130132	657	176919	621599	284619	Africa
Togo	36967	+4	273	N/A	36679	+7	15	N/A	4285	32	726223	84183	8626677	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2647	32	660107	47933	13771510	Africa
Taiwan	35983	+1480	854	N/A	22042	N/A	13087	N/A	1506	36	13765868	576119	23894120	Asia
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704488	569	778000	15814294	49196	Europe
Aruba	34345	N/A	212	N/A	34038	N/A	95	2	319254	1971	177885	1653529	107579	North America
Tanzania	33851	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62784774	Africa
Bahamas	33411	+20	789	N/A	32271	+12	351	11	83530	1973	229817	574563	399986	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15147	321	431221	198471	2172719	Africa
Mali	30669	+11	729	N/A	29763	+5	177	N/A	1440	34	660646	31021	21296609	Africa
Haiti	30594	N/A	835	N/A	29176	N/A	583	N/A	2626	72	132422	11365	11651908	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	331034	1014	150753	1756209	85840	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2123	13	604310	47611	12692577	Africa
Somalia	26485	+14	1350	N/A	13182	N/A	11953	N/A	1587	81	400466	23997	16688240	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4179	67	347815	60367	5761644	Africa
Saint Lucia	23094	N/A	367	N/A	22616	N/A	111	1	124743	1982	141628	765007	185133	North America
Timor-Leste	22853	N/A	130	N/A	22704	N/A	19	N/A	16761	95	260287	190898	1363486	Asia
Cayman Islands	21406	N/A	26	N/A	8553	N/A	12827	1	318983	387	222773	3319669	67107	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	951	17	248995	11354	21930999	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2733	33	N/A	N/A	6765956	North America
Gibraltar	17494	N/A	101	N/A	16579	N/A	814	N/A	519526	2999	534283	15866807	33673	Europe
South Sudan	17408	+39	138	N/A	13514	N/A	3756	1	1523	12	374091	32731	11429174	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1753	12	N/A	N/A	9921825	Asia
Liechtenstein	17003	+22	84	N/A	16669	+48	250	N/A	443665	2192	102174	2666058	38324	Europe
Equatorial Guinea	15906	N/A	183	N/A	15697	N/A	26	5	10707	123	307847	207219	1485613	Africa
San Marino	15683	N/A	114	N/A	15225	N/A	344	4	460466	3347	147532	4331660	34059	Europe
Djibouti	15598	N/A	189	N/A	15404	N/A	5	N/A	15386	186	302030	297926	1013774	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2941	23	81294	16323	4980394	Africa
Grenada	14165	N/A	219	N/A	13815	N/A	131	4	124848	1930	146475	1291006	113458	North America
Bermuda	12901	N/A	131	N/A	12563	N/A	207	N/A	208535	2118	858416	13875632	61865	North America
Solomon Islands	12437	N/A	139	N/A	11194	N/A	1104	2	17344	194	5117	7136	717089	Australia/Oceania
Gambia	11994	N/A	365	N/A	11591	N/A	38	N/A	4725	144	155686	61332	2538398	Africa
Dominica	11988	N/A	63	N/A	11903	N/A	22	N/A	165793	871	187337	2590856	72307	North America
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210213	369	164926	2896131	56947	North America
Yemen	11818	+1	2148	N/A	9001	N/A	669	23	381	69	265253	8555	31004041	Asia
Monaco	11442	+36	54	N/A	11207	+31	181	4	287914	1359	54960	1382955	39741	Europe
Saint Martin	10279	N/A	63	N/A	1399	N/A	8817	7	257949	1581	112382	2820196	39849	North America
Sint Maarten	9920	N/A	86	N/A	9753	N/A	81	10	226748	1966	62056	1418455	43749	North America
Eritrea	9733	N/A	103	N/A	9629	N/A	1	N/A	2678	28	23693	6519	3634475	Africa
Caribbean Netherlands	9384	+35	34	N/A	9069	+82	281	N/A	351988	1275	30126	1130008	26660	North America
Tonga	9025	N/A	11	N/A	7484	N/A	1530	N/A	83686	102	363581	3371360	107844	Australia/Oceania
Niger	8883	+6	308	N/A	8495	+1	80	1	345	12	247495	9601	25777253	Africa
Guinea-Bissau	8178	N/A	170	N/A	7306	N/A	702	6	3987	83	132181	64434	2051413	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8972	177	N/A	N/A	902823	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31442	8267927	Africa
Antigua and Barbuda	7539	N/A	135	N/A	7377	N/A	27	1	75857	1358	18901	190182	99384	North America
Liberia	7402	N/A	294	N/A	5747	N/A	1361	2	1404	56	139824	26528	5270857	Africa
Chad	7396	+18	193	+1	4874	N/A	2329	N/A	428	11	191341	11079	17270935	Africa
St. Vincent Grenadines	6751	N/A	106	N/A	6641	N/A	4	N/A	60508	950	98713	884747	111572	North America
Vanuatu	6386	+54	7	N/A	5445	+145	934	5	19955	22	24976	78046	320016	Australia/Oceania
British Virgin Islands	6162	N/A	62	N/A	N/A	N/A	N/A	1	201425	2027	102294	3343815	30592	North America
Sao Tome and Principe	5953	+5	73	N/A	5875	+3	5	N/A	26287	322	29036	128217	226459	Africa
Samoa	5947	N/A	12	N/A	1605	N/A	4330	3	29619	60	43442	216366	200780	Australia/Oceania
Turks and Caicos	5936	N/A	36	N/A	5862	N/A	38	4	149684	908	447713	11289634	39657	North America
Saint Kitts and Nevis	5559	N/A	43	N/A	5512	N/A	4	N/A	103185	798	65141	1209136	53874	North America
St. Barth	4432	N/A	6	N/A	N/A	N/A	N/A	N/A	446279	604	78646	7919243	9931	North America
Palau	4190	N/A	6	N/A	3803	N/A	381	N/A	229602	329	42790	2344786	18249	Australia/Oceania
Cook Islands	3941	N/A	N/A	N/A	3389	N/A	552	N/A	224010	N/A	14341	815154	17593	Australia/Oceania
Kiribati	3075	+1	13	N/A	2596	N/A	466	3	25054	106	N/A	N/A	122737	Australia/Oceania
Anguilla	2731	N/A	9	N/A	2716	N/A	6	4	179164	590	51382	3370859	15243	North America
Saint Pierre Miquelon	2537	N/A	1	N/A	2449	N/A	87	1	441755	174	22941	3994602	5743	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41705	643	20508	1883888	10886	Australia/Oceania
Montserrat	176	N/A	2	N/A	174	N/A	0	N/A	35221	400	9403	1881729	4997	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34954	N/A	8632	2357182	3662	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8080	665215	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	14	N/A	N/A	N/A	7	N/A	7	N/A	234	N/A	N/A	N/A	59907	Australia/Oceania
Western Sahara	10	N/A	1	N/A	8	N/A	1	N/A	16	2	N/A	N/A	623675	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	7	N/A	N/A	N/A	7	N/A	0	N/A	4253	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	3	N/A	N/A	N/A	3	N/A	0	N/A	274	N/A	N/A	N/A	10946	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6109	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117186	Australia/Oceania
