Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Guatemala	838518	N/A	17445	N/A	818376	N/A	2697	5	45301	942	4370594	236121	18510001	North America
Latvia	813415	N/A	5716	N/A	798646	N/A	9053	11	439971	3092	7130453	3856815	1848793	Europe
Azerbaijan	792391	N/A	9706	N/A	782572	N/A	113	N/A	76908	942	6776404	657702	10303147	Asia
Panama	769457	N/A	8179	N/A	758759	N/A	2519	9	173434	1844	5800865	1307499	4436610	North America
Saudi Arabia	752848	N/A	9072	N/A	739536	N/A	4240	56	21037	254	41771765	1167250	35786463	Asia
Sri Lanka	662945	N/A	16497	N/A	642557	N/A	3891	N/A	30728	765	6477329	300233	21574344	Asia
Paraguay	648682	N/A	18786	N/A	624673	N/A	5223	6	88986	2577	2615453	358786	7289722	South America
Kuwait	631002	N/A	2555	N/A	627507	N/A	940	8	143937	583	7983058	1821007	4383870	Asia
Myanmar	612658	N/A	19434	N/A	591507	N/A	1717	N/A	11126	353	7848897	142541	55064259	Asia
Palestine	581816	N/A	5353	N/A	575899	N/A	564	17	109486	1007	3078533	579316	5314081	Asia
Dominican Republic	578789	N/A	4375	N/A	574244	N/A	170	16	52412	396	3255822	294829	11043085	North America
Estonia	568335	N/A	2525	N/A	502807	N/A	63003	4	427919	1901	3298904	2483860	1328136	Europe
Bahrain	564176	N/A	1474	N/A	558931	N/A	3771	3	312114	815	9683216	5356958	1807596	Asia
Venezuela	522055	N/A	5703	N/A	514962	N/A	1390	230	18453	202	3359014	118729	28291388	South America
Moldova	516587	N/A	11485	N/A	503599	N/A	1503	49	128596	2859	3207753	798516	4017142	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4874	233	3693367	34910	105796348	Africa
Libya	501862	N/A	6429	N/A	490900	N/A	4533	101	71298	913	2476960	351895	7038917	Africa
Ethiopia	470305	N/A	7509	N/A	453658	N/A	9138	21	3917	63	4746224	39529	120070011	Africa
Mongolia	469450	+51	2177	N/A	313256	N/A	154017	192	139179	645	4030048	1194799	3372992	Asia
Cyprus	464366	N/A	993	N/A	124370	N/A	339003	60	379654	812	9477138	7748273	1223129	Asia
Armenia	422784	N/A	8622	N/A	410485	N/A	3677	N/A	142199	2900	3020875	1016042	2973180	Asia
Honduras	422239	N/A	10892	N/A	131100	N/A	280247	105	41448	1069	1263329	124012	10187191	North America
Oman	388922	N/A	4257	N/A	384002	N/A	663	7	72839	797	25000000	4682077	5339511	Asia
Bosnia and Herzegovina	376526	N/A	15752	N/A	192218	N/A	168556	N/A	116061	4855	1750145	539467	3244209	Europe
Qatar	363754	N/A	677	N/A	362094	N/A	983	1	129551	241	3423078	1219130	2807805	Asia
Réunion	360445	N/A	731	N/A	342442	N/A	17272	10	397502	806	1603660	1768529	906776	Africa
Kenya	323630	N/A	5649	N/A	317851	N/A	130	N/A	5790	101	3570754	63883	55895462	Africa
Zambia	318640	N/A	3973	N/A	313836	N/A	831	N/A	16504	206	3402725	176242	19307077	Africa
North Macedonia	308752	N/A	9263	N/A	298688	N/A	801	N/A	148209	4446	1999002	959573	2083221	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125517	1103	2026898	831791	2436788	Africa
Albania	274535	N/A	3496	N/A	270742	N/A	297	2	95585	1217	1794631	624837	2872159	Europe
Algeria	265746	N/A	6874	N/A	178336	N/A	80536	6	5870	152	230861	5099	45271360	Africa
Nigeria	255670	N/A	3143	N/A	249874	N/A	2653	11	1187	15	5036813	23394	215301380	Africa
Zimbabwe	247297	N/A	5464	N/A	241112	N/A	721	12	16215	358	2229802	146206	15251064	Africa
Uzbekistan	238321	N/A	1637	N/A	236321	N/A	363	23	6940	48	1377915	40126	34339369	Asia
Montenegro	234336	N/A	2709	N/A	231004	N/A	623	6	373022	4312	2440882	3885462	628209	Europe
Luxembourg	230991	N/A	1055	N/A	218109	N/A	11827	2	358545	1638	4205548	6527860	644246	Europe
Mozambique	225338	N/A	2201	N/A	223088	N/A	49	13	6865	67	1307186	39822	32825481	Africa
Laos	201460	N/A	727	N/A	7660	N/A	193073	N/A	26987	97	1232128	165055	7464955	Asia
Kyrgyzstan	200982	N/A	2991	N/A	196351	+10	1640	131	29920	445	1907195	283924	6717279	Asia
China	191112	+2761	4655	+7	155684	+2365	30773	116	133	3	160000000	111163	1439323776	Asia
Iceland	183974	N/A	110	N/A	75685	N/A	108179	1	532923	319	1953616	5659096	345217	Europe
Maldives	178883	N/A	298	N/A	163687	N/A	14898	25	320797	534	2213831	3970136	557621	Asia
Afghanistan	178513	N/A	7680	N/A	161603	N/A	9230	1124	4408	190	937154	23139	40500605	Asia
Uganda	164058	N/A	3596	N/A	100205	N/A	60257	2	3394	74	2610618	54016	48330675	Africa
El Salvador	162089	N/A	4126	N/A	150662	N/A	7301	8	24766	630	1950448	298009	6544927	North America
Ghana	161114	N/A	1445	N/A	159640	N/A	29	1	4998	45	2432376	75455	32236224	Africa
Namibia	158112	N/A	4022	N/A	153662	N/A	428	N/A	60269	1533	997168	380099	2623443	Africa
Martinique	147519	N/A	918	N/A	104	N/A	146497	8	393654	2450	828928	2211991	374743	North America
Trinidad and Tobago	142514	N/A	3806	N/A	132554	N/A	6154	18	101245	2704	690185	490321	1407619	North America
Brunei	140364	N/A	218	N/A	139187	N/A	959	2	315428	490	717784	1613016	444995	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350109	2134	938039	2343650	400247	North America
Cambodia	136090	N/A	3055	N/A	132801	N/A	234	N/A	7943	178	2942234	171718	17134059	Asia
Rwanda	129758	N/A	1458	N/A	45522	N/A	82778	N/A	9592	108	5206385	384861	13527959	Africa
Jamaica	129312	N/A	2932	N/A	82693	N/A	43687	N/A	43330	982	971491	325528	2984357	North America
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4319	69	1751774	63171	27730780	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2859	55	1499795	43223	34699115	Africa
Malta	89310	N/A	677	N/A	81503	N/A	7130	4	201306	1526	1861858	4196654	443653	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	921	14	846704	8965	94442912	Africa
Senegal	85972	N/A	1965	N/A	83986	N/A	21	1	4903	112	1060269	60466	17535106	Africa
Malawi	85728	N/A	2632	N/A	81915	N/A	1181	67	4283	131	569074	28430	20016335	Africa
Ivory Coast	81861	N/A	797	N/A	81026	N/A	38	N/A	2971	29	1489194	54055	27549595	Africa
French Guiana	80035	N/A	394	N/A	11254	N/A	68387	2	256060	1261	618263	1978036	312564	South America
Suriname	79302	N/A	1327	N/A	49396	N/A	28579	N/A	133043	2226	235824	395636	596063	South America
Channel Islands	73304	N/A	165	N/A	71705	N/A	1434	N/A	414761	934	1252808	7088504	176738	Europe
French Polynesia	72621	N/A	648	N/A	N/A	N/A	N/A	7	255868	2283	N/A	N/A	283822	Australia/Oceania
Eswatini	70107	N/A	1395	N/A	68682	N/A	30	11	59326	1180	1010640	855231	1181716	Africa
Barbados	65096	N/A	386	N/A	61794	N/A	2916	N/A	226023	1340	633709	2200333	288006	North America
Fiji	64513	N/A	862	N/A	62672	N/A	979	N/A	71042	949	506281	557517	908100	Australia/Oceania
Madagascar	64121	N/A	1391	N/A	59370	N/A	3360	14	2214	48	418849	14459	28967507	Africa
Guyana	63380	N/A	1228	N/A	62054	N/A	98	1	79888	1548	585899	738501	793362	South America
Sudan	62079	N/A	4929	N/A	N/A	N/A	N/A	N/A	1359	108	562941	12322	45685261	Africa
New Caledonia	60457	N/A	312	N/A	60064	N/A	81	9	208169	1074	98964	340759	290422	Australia/Oceania
Mauritania	58683	N/A	982	N/A	57693	N/A	8	N/A	12053	202	796599	163613	4868804	Africa
Belize	57385	N/A	676	N/A	56518	N/A	191	6	139767	1646	532846	1297801	410576	North America
Cabo Verde	55993	N/A	401	N/A	55526	N/A	66	23	98784	707	400982	707423	566821	Africa
Syria	55782	N/A	3150	N/A	52036	N/A	596	N/A	3054	172	146269	8009	18263019	Asia
Bhutan	54592	N/A	19	N/A	47170	N/A	7403	12	69380	24	2258161	2869871	786851	Asia
Gabon	47594	N/A	303	N/A	47280	N/A	11	N/A	20515	131	1591228	685900	2319914	Africa
Papua New Guinea	43663	N/A	649	N/A	42954	N/A	60	7	4720	70	249149	26932	9251011	Australia/Oceania
Seychelles	41660	N/A	164	N/A	40675	N/A	821	N/A	418950	1649	N/A	N/A	99439	Africa
Curaçao	41652	N/A	271	N/A	40800	N/A	581	3	251983	1639	494095	2989135	165297	North America
Andorra	40709	N/A	153	N/A	39999	N/A	557	14	525366	1975	249838	3224257	77487	Europe
Burundi	38722	N/A	38	N/A	773	N/A	37911	N/A	3091	3	345742	27603	12525704	Africa
Taiwan	37710	N/A	856	N/A	22300	N/A	14554	N/A	1578	36	13884153	581070	23894120	Asia
Mauritius	37391	N/A	985	N/A	35417	N/A	989	N/A	29314	772	358675	281191	1275555	Africa
Mayotte	37038	N/A	187	N/A	2964	N/A	33887	N/A	130132	657	176919	621599	284619	Africa
Togo	36969	N/A	273	N/A	36679	N/A	17	N/A	4285	32	726574	84224	8626677	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2647	32	660107	47933	13771510	Africa
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704488	569	778000	15814294	49196	Europe
Aruba	34345	N/A	212	N/A	34038	N/A	95	2	319254	1971	177885	1653529	107579	North America
Tanzania	33864	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62784774	Africa
Bahamas	33411	N/A	789	N/A	32271	N/A	351	11	83530	1973	229817	574563	399986	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15147	321	431221	198471	2172719	Africa
Mali	30678	N/A	730	N/A	29766	N/A	182	N/A	1441	34	661162	31045	21296609	Africa
Haiti	30615	N/A	835	N/A	29312	N/A	468	N/A	2627	72	132422	11365	11651908	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	331034	1014	150753	1756209	85840	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2123	13	604310	47611	12692577	Africa
Somalia	26485	N/A	1350	N/A	13182	N/A	11953	N/A	1587	81	400466	23997	16688240	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4179	67	347815	60367	5761644	Africa
Saint Lucia	23111	N/A	367	N/A	22669	N/A	75	1	124835	1982	141830	766098	185133	North America
Timor-Leste	22853	N/A	130	N/A	22704	N/A	19	N/A	16761	95	260287	190898	1363486	Asia
Cayman Islands	21406	N/A	26	N/A	8553	N/A	12827	1	318983	387	222773	3319669	67107	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	951	17	248995	11354	21930999	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2733	33	N/A	N/A	6765956	North America
Gibraltar	17494	N/A	101	N/A	16579	N/A	814	N/A	519526	2999	534283	15866807	33673	Europe
South Sudan	17410	N/A	138	N/A	13514	N/A	3758	1	1523	12	374797	32793	11429174	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1753	12	N/A	N/A	9921825	Asia
Liechtenstein	17005	N/A	84	N/A	16681	N/A	240	3	443717	2192	102174	2666058	38324	Europe
San Marino	15981	N/A	114	N/A	15497	N/A	370	4	469215	3347	149271	4382718	34059	Europe
Equatorial Guinea	15907	N/A	183	N/A	15698	N/A	26	5	10707	123	310972	209322	1485613	Africa
Djibouti	15598	N/A	189	N/A	15404	N/A	5	N/A	15386	186	302030	297926	1013774	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2941	23	81294	16323	4980394	Africa
Grenada	14165	N/A	219	N/A	13815	N/A	131	4	124848	1930	146475	1291006	113458	North America
Bermuda	12901	N/A	131	N/A	12563	N/A	207	N/A	208535	2118	858416	13875632	61865	North America
Solomon Islands	12437	N/A	139	N/A	11194	N/A	1104	2	17344	194	5117	7136	717089	Australia/Oceania
Gambia	11994	N/A	365	N/A	11591	N/A	38	N/A	4725	144	155686	61332	2538398	Africa
Dominica	11988	N/A	63	N/A	11903	N/A	22	N/A	165793	871	187337	2590856	72307	North America
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210213	369	164926	2896131	56947	North America
Yemen	11818	N/A	2148	N/A	9001	N/A	669	23	381	69	265253	8555	31004041	Asia
Monaco	11480	N/A	54	N/A	11245	N/A	181	4	288870	1359	54960	1382955	39741	Europe
Saint Martin	10279	N/A	63	N/A	1399	N/A	8817	7	257949	1581	112382	2820196	39849	North America
Sint Maarten	9920	N/A	86	N/A	9753	N/A	81	10	226748	1966	62056	1418455	43749	North America
Eritrea	9733	N/A	103	N/A	9629	N/A	1	N/A	2678	28	23693	6519	3634475	Africa
Caribbean Netherlands	9561	N/A	34	N/A	9355	N/A	172	N/A	358627	1275	30126	1130008	26660	North America
Tonga	9106	N/A	11	N/A	7622	N/A	1473	N/A	84437	102	378306	3507900	107844	Australia/Oceania
Niger	8893	N/A	308	N/A	8496	N/A	89	1	345	12	247851	9615	25777253	Africa
Guinea-Bissau	8182	N/A	171	N/A	7476	N/A	535	6	3988	83	132325	64504	2051413	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8972	177	N/A	N/A	902823	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31442	8267927	Africa
Antigua and Barbuda	7539	N/A	135	N/A	7377	N/A	27	1	75857	1358	18901	190182	99384	North America
Liberia	7432	N/A	294	N/A	5747	N/A	1391	2	1410	56	139824	26528	5270857	Africa
Chad	7396	N/A	193	N/A	4874	N/A	2329	N/A	428	11	191341	11079	17270935	Africa
St. Vincent Grenadines	6751	N/A	106	N/A	6641	N/A	4	N/A	60508	950	98713	884747	111572	North America
Vanuatu	6401	N/A	7	N/A	5450	N/A	944	2	20002	22	24976	78046	320016	Australia/Oceania
Samoa	6309	N/A	13	N/A	1605	N/A	4691	4	31422	65	45696	227592	200780	Australia/Oceania
British Virgin Islands	6162	N/A	62	N/A	N/A	N/A	N/A	1	201425	2027	102294	3343815	30592	North America
Sao Tome and Principe	5953	N/A	73	N/A	5875	N/A	5	N/A	26287	322	29036	128217	226459	Africa
Turks and Caicos	5936	N/A	36	N/A	5862	N/A	38	4	149684	908	447713	11289634	39657	North America
Saint Kitts and Nevis	5561	N/A	43	N/A	5512	N/A	6	N/A	103222	798	65141	1209136	53874	North America
St. Barth	4432	N/A	6	N/A	N/A	N/A	N/A	N/A	446279	604	78646	7919243	9931	North America
Cook Islands	4201	N/A	N/A	N/A	3698	N/A	503	N/A	238788	N/A	15195	863696	17593	Australia/Oceania
Palau	4190	N/A	6	N/A	3803	N/A	381	N/A	229602	329	42790	2344786	18249	Australia/Oceania
Kiribati	3076	N/A	13	N/A	2597	N/A	466	3	25062	106	N/A	N/A	122737	Australia/Oceania
Anguilla	2731	N/A	9	N/A	2716	N/A	6	4	179164	590	51382	3370859	15243	North America
Saint Pierre Miquelon	2537	N/A	1	N/A	2449	N/A	87	1	441755	174	22941	3994602	5743	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41705	643	20508	1883888	10886	Australia/Oceania
Montserrat	177	N/A	2	N/A	174	N/A	1	N/A	35421	400	9587	1918551	4997	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34954	N/A	8632	2357182	3662	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8080	665215	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	15	N/A	N/A	N/A	7	N/A	8	N/A	250	N/A	N/A	N/A	59907	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	623675	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	7	N/A	N/A	N/A	7	N/A	0	N/A	4253	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	3	N/A	N/A	N/A	3	N/A	0	N/A	274	N/A	N/A	N/A	10946	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6109	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117186	Australia/Oceania
