Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Oman	388995	+39	4257	N/A	384055	+26	683	2	72842	797	25000000	4681452	5340223	Asia
Bosnia and Herzegovina	376642	+75	15753	N/A	192218	N/A	168671	N/A	116101	4856	1751774	539988	3244098	Europe
Réunion	374295	N/A	742	N/A	355605	N/A	17948	10	412760	818	1603660	1768461	906811	Africa
Qatar	363905	+77	677	N/A	362338	+106	890	1	129605	241	3424254	1219548	2807805	Asia
Kenya	323664	+18	5649	N/A	317882	N/A	133	N/A	5790	101	3576023	63970	55901949	Africa
Zambia	318984	+124	3974	+1	314075	+209	935	N/A	16519	206	3408441	176513	19309901	Africa
North Macedonia	308964	+86	9266	+1	298916	+105	782	N/A	148311	4448	2003269	961621	2083220	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125504	1103	2026898	831702	2437048	Africa
Albania	274606	N/A	3496	N/A	270789	N/A	321	2	95610	1217	1795792	625245	2872142	Europe
Algeria	265754	+8	6874	N/A	178341	+4	80539	6	5870	152	230861	5099	45275692	Africa
Nigeria	255679	+9	3143	N/A	249886	+12	2650	11	1187	15	5036813	23391	215329384	Africa
Zimbabwe	247383	+47	5467	+1	241170	+10	746	12	16219	358	2234565	146507	15252247	Africa
Uzbekistan	238391	+34	1637	N/A	236397	+45	357	23	6942	48	1377915	40123	34342021	Asia
Montenegro	234472	+67	2711	+1	231146	+70	615	6	373239	4315	2442943	3888742	628209	Europe
Luxembourg	233137	+1468	1056	N/A	220258	+1507	11823	1	361844	1639	4211394	6536366	644302	Europe
Mozambique	225351	+6	2201	N/A	223088	N/A	62	13	6864	67	1308458	39855	32830285	Africa
Laos	203518	+976	730	N/A	7660	N/A	195128	N/A	27261	98	1232128	165042	7465532	Asia
Kyrgyzstan	200983	+1	2991	N/A	196360	+9	1632	131	29918	445	1907195	283899	6717867	Asia
China	193953	+2841	4663	+8	157869	+2185	31421	223	135	3	160000000	111163	1439323776	Asia
Iceland	183974	N/A	112	N/A	75685	N/A	108177	1	532904	324	1953616	5658899	345229	Europe
Maldives	178883	N/A	298	N/A	163687	N/A	14898	25	320767	534	2213831	3969765	557673	Asia
Afghanistan	178613	+58	7680	+1	161683	+18	9250	1124	4410	190	938557	23171	40505408	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3394	74	2612795	54052	48338607	Africa
El Salvador	162089	N/A	4127	+1	150662	N/A	7300	8	24765	631	1950448	298001	6545106	North America
Ghana	161124	+7	1445	N/A	159655	+11	24	1	4998	45	2433244	75473	32239775	Africa
Namibia	158112	N/A	4022	N/A	153662	N/A	428	N/A	60263	1533	997168	380062	2623695	Africa
Martinique	147519	N/A	918	N/A	104	N/A	146497	8	393656	2450	828928	2212002	374741	North America
Trinidad and Tobago	143465	+546	3808	+1	133138	+584	6519	18	101919	2705	693892	492946	1407644	North America
Brunei	140723	+181	218	N/A	139409	+112	1096	N/A	316219	490	717784	1612933	445018	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350109	2134	938039	2343650	400247	North America
Cambodia	136146	+29	3056	N/A	132851	+26	239	N/A	7945	178	2946965	171982	17135324	Asia
Rwanda	129760	+2	1458	N/A	45522	N/A	82780	N/A	9591	108	5218611	385715	13529719	Africa
Jamaica	129373	+26	2937	+1	82795	+18	43641	N/A	43349	984	975768	326953	2984428	North America
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4319	69	1751774	63162	27734402	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2858	55	1499795	43216	34704728	Africa
Malta	89919	+312	684	+5	82969	+681	6266	4	202676	1542	1866549	4207170	443659	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	921	14	846704	8964	94457858	Africa
Senegal	85978	+3	1965	N/A	83995	+6	18	1	4903	112	1061888	60549	17537525	Africa
Malawi	85741	+6	2633	+1	81934	+4	1174	67	4283	132	570669	28506	20019045	Africa
Ivory Coast	81875	+5	799	N/A	81054	+7	22	N/A	2972	29	1492363	54163	27553175	Africa
French Guiana	80422	+387	394	N/A	11254	N/A	68774	1	257263	1260	622646	1991792	312606	South America
Suriname	79302	N/A	1327	N/A	49396	N/A	28579	N/A	133037	2226	235824	395617	596091	South America
Channel Islands	73523	+94	166	N/A	71955	+90	1402	N/A	415979	939	1252808	7088143	176747	Europe
French Polynesia	72621	N/A	648	N/A	N/A	N/A	N/A	7	255861	2283	N/A	N/A	283830	Australia/Oceania
Eswatini	70190	+46	1395	N/A	68706	+22	89	11	59393	1180	1011587	855984	1181782	Africa
Barbados	66317	+547	386	N/A	62507	+163	3424	N/A	230261	1340	637232	2212550	288008	North America
Fiji	64524	N/A	862	N/A	62677	N/A	985	N/A	71051	949	506642	557892	908136	Australia/Oceania
Madagascar	64121	N/A	1391	N/A	59370	N/A	3360	14	2213	48	418849	14457	28971410	Africa
Guyana	63399	+10	1228	N/A	62081	+5	90	1	79910	1548	587994	741123	793383	South America
Sudan	62084	+5	4929	N/A	N/A	N/A	N/A	N/A	1359	108	562941	12321	45690870	Africa
New Caledonia	60457	N/A	312	N/A	60064	N/A	81	9	208159	1074	98964	340742	290437	Australia/Oceania
Mauritania	58683	N/A	982	N/A	57693	N/A	8	N/A	12051	202	797799	163837	4869474	Africa
Belize	57406	+12	676	N/A	56528	+6	202	6	139805	1646	534109	1300754	410615	North America
Bhutan	56301	+685	19	N/A	50413	+1376	5869	9	71548	24	2270580	2885482	786898	Asia
Cabo Verde	55999	+1	401	N/A	55537	+3	61	23	98789	707	400982	707381	566854	Africa
Syria	55790	+5	3150	N/A	52065	+14	575	N/A	3054	172	146269	8008	18265349	Asia
Gabon	47594	N/A	303	N/A	47280	N/A	11	N/A	20513	131	1591228	685814	2320202	Africa
Papua New Guinea	43732	+63	649	N/A	43025	+52	58	7	4727	70	249149	26929	9251938	Australia/Oceania
Taiwan	43241	+3056	856	N/A	22537	N/A	19848	N/A	1810	36	13964112	584411	23894355	Asia
Seychelles	42079	+419	165	+1	41260	+585	654	N/A	423147	1659	N/A	N/A	99443	Africa
Curaçao	41652	N/A	271	N/A	40800	N/A	581	3	251977	1639	494095	2989062	165301	North America
Andorra	41013	N/A	153	N/A	40343	N/A	517	14	529289	1975	249838	3224257	77487	Europe
Burundi	38853	+41	38	N/A	773	N/A	38042	N/A	3101	3	345742	27598	12527647	Africa
Mauritius	37636	+204	990	N/A	35611	+93	1035	N/A	29505	776	358675	281189	1275566	Africa
Mayotte	37038	N/A	187	N/A	2964	N/A	33887	N/A	130115	657	176919	621521	284655	Africa
Togo	36973	+2	273	N/A	36679	N/A	21	N/A	4285	32	727399	84309	8627740	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2647	32	660107	47926	13773464	Africa
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704474	569	778000	15813972	49197	Europe
Aruba	34345	N/A	212	N/A	34038	N/A	95	2	319245	1971	177885	1653483	107582	North America
Tanzania	33864	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62794108	Africa
Bahamas	33430	+9	789	N/A	32297	+8	344	11	83574	1972	229817	574534	400006	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15146	321	431221	198462	2172812	Africa
Mali	30700	+9	731	+1	29787	+15	182	N/A	1441	34	662355	31097	21299809	Africa
Haiti	30615	N/A	835	N/A	29312	N/A	468	N/A	2627	72	132422	11364	11652668	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	331023	1013	150753	1756148	85843	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2123	13	604310	47605	12694318	Africa
Somalia	26485	N/A	1350	N/A	13182	N/A	11953	N/A	1587	81	400466	23993	16690672	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4179	67	347815	60360	5762389	Africa
Saint Lucia	23161	N/A	368	+1	22716	+8	77	1	125102	1988	142292	768577	185137	North America
Timor-Leste	22857	+3	130	N/A	22714	+10	13	N/A	16762	95	260621	191124	1363623	Asia
Cayman Islands	21755	+349	26	N/A	8553	N/A	13176	1	324164	387	222773	3319471	67111	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	951	17	248995	11352	21934142	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2733	33	N/A	N/A	6766386	North America
Gibraltar	17706	+212	101	N/A	16579	N/A	1026	N/A	525822	2999	534283	15866807	33673	Europe
South Sudan	17420	N/A	138	N/A	13514	N/A	3768	1	1524	12	375617	32863	11429891	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1752	12	N/A	N/A	9922998	Asia
Liechtenstein	17049	+22	84	N/A	16724	+22	241	3	444853	2192	102174	2665988	38325	Europe
San Marino	16140	+64	114	N/A	15662	+47	364	4	473884	3347	149271	4382718	34059	Europe
Equatorial Guinea	15907	N/A	183	N/A	15698	N/A	26	5	10706	123	310972	209287	1485866	Africa
Djibouti	15611	+13	189	N/A	15411	+7	11	N/A	15398	186	303924	299771	1013853	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2941	23	81294	16321	4980853	Africa
Grenada	14332	+45	220	+1	13872	+22	240	4	126317	1939	147982	1304254	113461	North America
Bermuda	13143	N/A	131	N/A	12719	N/A	293	N/A	212450	2118	866313	14003508	61864	North America
Solomon Islands	12437	N/A	139	N/A	11194	N/A	1104	2	17341	194	5117	7135	717182	Australia/Oceania
Dominica	12011	+23	63	N/A	11926	+23	22	N/A	166109	871	187690	2595702	72308	North America
Gambia	11995	N/A	365	N/A	11591	N/A	39	N/A	4725	144	155686	61323	2538770	Africa
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210213	369	164926	2896131	56947	North America
Yemen	11818	N/A	2148	N/A	9001	N/A	669	23	381	69	265253	8554	31007639	Asia
Monaco	11545	+25	54	N/A	11279	+13	212	4	290491	1359	54960	1382885	39743	Europe
Saint Martin	10279	N/A	63	N/A	1399	N/A	8817	7	257929	1581	112382	2819984	39852	North America
Sint Maarten	9981	+48	86	N/A	9836	+15	59	10	228127	1966	62056	1418358	43752	North America
Eritrea	9733	N/A	103	N/A	9629	N/A	1	N/A	2678	28	23693	6518	3634743	Africa
Caribbean Netherlands	9577	+3	34	N/A	9383	+4	160	N/A	359200	1275	30126	1129923	26662	North America
Tonga	9468	+121	11	N/A	7945	+205	1512	N/A	87788	102	393231	3646058	107851	Australia/Oceania
Niger	8908	+5	309	+1	8498	+1	101	1	346	12	248217	9628	25782071	Africa
Guinea-Bissau	8185	+1	171	N/A	7476	N/A	538	6	3989	83	132611	64636	2051668	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8971	177	N/A	N/A	902924	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	929	15	259958	31438	8268815	Africa
Antigua and Barbuda	7567	N/A	135	N/A	7387	N/A	45	1	76136	1358	18901	190174	99388	North America
Liberia	7432	N/A	294	N/A	5747	N/A	1391	2	1410	56	139824	26524	5271509	Africa
Chad	7396	N/A	193	N/A	4874	N/A	2329	N/A	428	11	191341	11077	17273521	Africa
Samoa	6794	N/A	13	N/A	1605	N/A	5176	4	33837	65	51546	256720	200787	Australia/Oceania
St. Vincent Grenadines	6769	+4	106	N/A	6641	N/A	22	N/A	60668	950	98805	885556	111574	North America
Vanuatu	6494	+36	7	N/A	5638	N/A	849	N/A	20290	22	24976	78037	320055	Australia/Oceania
British Virgin Islands	6162	N/A	62	N/A	N/A	N/A	N/A	1	201419	2027	102294	3343706	30593	North America
Sao Tome and Principe	5953	N/A	73	N/A	5875	N/A	5	N/A	26285	322	29036	128205	226481	Africa
Turks and Caicos	5941	N/A	36	N/A	5862	N/A	43	4	149798	908	478593	12067398	39660	North America
Saint Kitts and Nevis	5561	N/A	43	N/A	5517	+5	1	N/A	103219	798	65141	1209091	53876	North America
Cook Islands	4490	+86	N/A	N/A	3916	+119	574	N/A	255215	N/A	15494	880691	17593	Australia/Oceania
St. Barth	4432	N/A	6	N/A	N/A	N/A	N/A	N/A	446279	604	78646	7919243	9931	North America
Palau	4279	N/A	6	N/A	3837	N/A	436	N/A	234479	329	44460	2436298	18249	Australia/Oceania
Kiribati	3076	N/A	13	N/A	2597	N/A	466	3	25060	106	N/A	N/A	122747	Australia/Oceania
Anguilla	2731	N/A	9	N/A	2716	N/A	6	4	179152	590	51382	3370638	15244	North America
Saint Pierre Miquelon	2537	N/A	1	N/A	2449	N/A	87	1	441755	174	22941	3994602	5743	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41709	643	20508	1884061	10885	Australia/Oceania
Montserrat	177	N/A	2	N/A	174	N/A	1	N/A	35421	400	9587	1918551	4997	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34954	N/A	8632	2357182	3662	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8080	665263	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	15	N/A	N/A	N/A	7	N/A	8	N/A	250	N/A	N/A	N/A	59909	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	623755	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	8	+1	N/A	N/A	7	N/A	1	N/A	4860	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	3	N/A	N/A	N/A	3	N/A	0	N/A	274	N/A	N/A	N/A	10947	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6110	Africa
Micronesia	1	N/A	N/A	N/A	1	N/A	0	N/A	9	N/A	N/A	N/A	117193	Australia/Oceania
